,0
0,"[-43.59661147 -44.33061905 -43.31467738 -42.62149541 -42.61319688
 -43.21468309 -42.9701316  -43.10376141 -43.69746897 -44.83673106
 -43.30172933 -43.6283244  -44.76989163 -42.97196591 -43.26084486
 -43.15030575 -43.15207139 -42.89808352 -45.56120417 -45.2731688
 -44.82724563 -44.40039141 -45.1480435  -45.37246665 -44.75788525
 -45.1671615  -45.2650076  -43.7181172  -46.074006   -43.44067569
 -44.13665327 -45.52459648 -42.61056804 -42.59279389 -45.39281079
 -43.68785602 -43.25263462 -43.18240123 -43.73294861 -43.32376064
 -42.83716881 -45.37557614 -43.32248545 -45.58246056 -44.21409637
 -43.61134479 -45.62201098 -46.15998305 -43.11557161 -43.51313575
 -42.80500466 -46.36468002 -43.29355832 -41.85428391 -37.86428191
 -34.73046023 -32.26424811 -29.29296376 -27.64875695 -27.57097053
 -25.70262505 -24.55956683 -26.30765235 -23.82005632 -18.56805055
 -15.26207859 -12.45166402 -11.61778965 -11.33744464 -12.42841637
 -11.69135815 -12.18210905 -11.09172587 -10.80902667 -12.00348475
  -9.48459759  -6.11280635  -4.34775104  -4.94924705  -2.7592601
  -1.69810814  -0.18171433  -0.92563895  -1.67956888  -2.09449519
  -3.58087305  -5.10756645  -7.14757175  -6.04963554  -5.69101365
  -6.34577325  -9.6868619  -12.43381139 -12.25538327 -10.95557511
 -12.39241685 -12.42616027 -12.54632214 -12.23860966 -11.61288509
 -12.12374471 -11.45878361 -11.82741082 -11.71588098 -12.1012818
 -11.95718564 -12.2686256  -12.00250383 -12.21457728 -12.54936298
 -11.82603754 -12.2019235  -11.17598632 -11.67213225 -10.62932336
 -10.79705953 -11.1016331  -12.71337167 -11.74991867 -12.15160265
 -12.08342918  -9.80849515 -11.31978821 -11.37609263 -11.70499284
 -10.20135091  -7.86442316  -4.32685758  -5.73387956  -5.74074595
  -4.26515814  -3.88152296  -4.76826855  -4.33607817  -4.35471552
  -4.26231349  -4.67292378  -4.6738066   -5.2924686   -4.35785444
  -4.98044009  -4.48449034  -4.67282569  -3.50691219  -3.88299433
  -3.29317119]"
1,"[-44.04179895 -45.15236933 -45.77475879 -45.64980025 -44.82117378
 -45.26435039 -45.34538363 -44.25111603 -45.35012144 -44.25262664
 -45.60327553 -45.40940784 -45.26509588 -45.29846655 -45.10921895
 -46.14138493 -42.96569787 -46.71374782 -48.36553316  47.27261303
  46.66395636  46.49337554  46.28542193  46.91065604  46.18576114
  46.45933785  46.4937679   46.26678458  46.29385778  46.12700444
  45.95377516  45.40171717  46.65198921  46.41764904  47.10301313
  44.84583363  42.20256667  39.01450049  39.40804289  40.64860389
  41.61470535  39.72899771  40.21857151  41.28521659  41.55997039
  40.85930405  40.65095808  40.80662901  42.9067643   43.71484064
  42.3753055   38.66666865  37.66957032  35.28653965  32.20706056
  33.8022217   34.28159401]"
2,"[-25.48290048 -24.2613692  -25.35440084 -24.98224235 -25.13016407
 -25.53822399 -24.9364337  -23.93472508 -26.47744843 -24.25312952
 -24.47334455 -24.61606743 -25.86526047 -25.29073957 -24.82284395
 -24.94751802 -24.65883525 -24.89945327 -24.43695267 -24.53416117
 -25.56461055 -23.74236799 -24.48501742 -25.07994131 -24.9454581
 -26.84921456 -24.03654388 -24.75829985 -24.92662457 -24.07676132
 -24.91750208 -25.66123051 -25.17930782 -25.08788671 -24.42714354
 -24.66177799 -25.35410657 -24.55897828 -24.20977316 -24.15984467
 -25.44464486 -24.80685506 -24.64392537 -25.9021428  -24.53622109
 -25.23198287 -24.98567555 -24.84785723 -24.83844047 -24.2036915
 -25.29387849 -25.00068352 -25.25385723 -23.74648783 -26.77093768
 -27.72163881 -26.18552864 -25.98748226 -24.95938707 -25.73587801
 -25.22442983 -25.11957021 -25.36656416 -25.80228583 -25.28171517
 -24.80293141 -24.79371082 -25.20177074 -26.02485505 -24.96105462
 -25.87860089 -24.33974417 -24.57938127 -25.08553252 -24.28137983
 -24.44254388 -25.08818098 -24.9364337  -24.43067482 -25.68271251
 -25.31820514 -25.04796354 -24.82490386 -25.37921795 -24.90053228
 -25.28181326 -24.1460138  -24.95055885 -25.94343925 -25.12555378
 -24.71641486 -25.33478258 -24.71003892 -24.85178089 -24.89376397
 -25.49879127 -26.47166104 -24.60684685 -25.69938803 -24.91112614
 -24.44813508 -25.29780215 -25.68232014 -24.91328415 -25.99170018
 -24.36034334 -24.74064341 -24.85099616 -25.43101017 -24.22752769
 -24.33503578 -25.66397707 -25.0337403  -24.85835301 -26.30000122
 -26.396425   -25.57530251 -26.59241146]"
3,"[ -7.33757465 -13.2072615  -14.28106724 -15.2439317  -16.82094594
 -17.83187515 -19.15041875]"
4,"[ 7.74671326  9.03945885  9.81987344 13.31427883 12.43420345 13.13692971
 13.22315199 14.39936508 12.62057697 11.58502685 11.42788454  7.99870988
  5.97753811  5.26539508  7.06939266 10.68003627 10.37703217  9.12558303
  8.85053495 10.23156273  9.8983465   8.60462    10.39459052  9.77720371
  8.98599908 10.90495968  8.77775119  9.05888093 10.04813195  9.40720323
  8.96618463  9.61211601 10.01223053  8.88761348  8.52487175 10.45942888
  9.57807832  6.29672728  8.0392216   9.66920516 10.02635568  9.51127813
  9.80996621  9.34295341 10.10580965  9.64752698  8.92675191 10.18702927
  9.46958931  9.30440352  7.42320807  7.63135786  7.16512979 10.17594495
 10.5316241   9.40308339 10.12807638  9.90727281  7.08616628  9.78818994
 11.20266686 11.10349653 11.02924139 11.86017302 10.52848518 10.24627643
 13.45503988 11.95963762 12.06194687 11.90715876 12.0197676  11.35833779
 12.20398311 12.38270551  9.99153326  9.09909837 10.08138491 10.56850644
 11.36118244 12.1487577  12.69963858 12.65343757 11.89725154  9.2389766
 11.08593818  9.39023343 11.12262434 11.27888382 10.3551578  10.34142502
 10.80588744 10.84639916 13.12810149 13.85593913 12.03389275 12.97135156
 12.50885095 13.12486448 10.78931001 12.0389935  13.78580383 14.09900944
 12.05056828]"
5,"[16.13823001 15.8828002  17.05940565 14.89256826 11.58885241 12.95232184
 12.49099833 10.21449484  8.69290219  9.73865382 11.84742114 15.64669438
 20.41589464 25.62523069 26.91189461 26.89188398 27.02813283 25.6714317
 25.31908766 23.28173082 24.13306544 26.22348968 28.18747421 30.14920264
 30.15253774 32.25237876 32.62198687 31.52728767 32.86044688 32.45366216
 33.82272279 31.95114029 32.44463775 31.57417533 32.12338866 31.59448023
 31.6231229  31.09784385 31.56358146 32.12387912 31.96085133 31.72817871
 34.13210283 35.3503971  34.77872085 33.51245993 32.45631062 33.24123741
 32.223638   32.52732874 31.37220529 32.42845269 32.87516058 34.0928663
 34.45374429 33.26997817 31.70512725 31.38848845 31.65421785 31.80125675
 30.07337804 29.35201443 27.49053534 27.51672572 27.24844595 27.2014602
 28.09232562 26.95760517 27.11788639 27.89064986 27.77529446 27.82953896
 27.53006614 27.48160903 28.08928479 27.05363657 27.82483058 27.58126982
 27.026171   27.3077912  26.40633191 28.51961144 27.74096249 27.45875375
 27.48670978 28.03052809 26.982128   26.38779265 26.82027731 29.16210962
 28.68057931 29.12199027 28.53275568 27.31985643 27.08070978 27.49132007
 27.59608161 27.98864309 27.69976414 27.84807822 27.94283444 27.72762207
 27.93420241 27.75420482 27.38665663 27.38606808 26.77348775 27.48043193
 27.0126344  27.74910407 26.61928818 27.69652712 25.82425799 25.69301179
 26.45312148 25.66181875]"
6,"[ 0.48775897  1.93382129  2.50745937  0.67491722  1.35292446  4.99191647
  7.78143759 10.508965   10.81069392  8.83523271  9.48008508 10.7102484
 11.18481424 11.05278331 11.46643443  8.90222908  8.54851176  6.98277802
  6.93902929  7.87511481  9.15589325 10.83305874 10.3925306  11.70862192
  9.93022618  8.13662628  8.90595655 11.45446729 11.78954726 10.75468377
 11.45564439 13.02638079 11.05150812 12.70679925 14.11568496 15.12425998
 14.87481373 15.54281566]"
7,"[ 9.04240159  9.71236534  8.26777439  6.60355695  5.94948399  8.58823875
  9.62231751  9.58739699 10.0577449  11.42288188 11.06916456 11.8151491
 11.78032668 10.62275094 10.14435954 10.91918293 10.76498336 11.31037113
 11.35755306 10.88965744 11.1173274  11.3932583  10.85287319 11.55677654
 11.07377486 11.18275432 11.1535231  11.23003434 11.06416191 11.2711346
 11.20992562 10.94900269 11.16019331 10.68013436 10.2759981  11.42415707
 11.96944675 10.96381448 12.10657843 12.06086787 11.77032136 10.49533031
 11.25269343 11.16019331 10.48581545 11.41513267 11.1649017  10.19899641
 12.23782462 10.82472098 12.22428802 10.94370576 11.10035761 11.30615321
 10.77557722  9.79191741  9.97240545  9.43437453  8.32015516  7.02309355
  7.56730423 11.55716891 15.30003963 18.81161101 18.36696303 16.8824489
 17.42734622 13.89821649]"
8,"[ 16.7376661   19.28843294  18.21649093  18.19491084  18.00686977
  18.41130031  18.14380526  20.16831214  18.25337327  18.6409321
  18.86948489  18.90528822  18.71293113  18.41718579  18.49742449
  19.31295577  18.00176902  18.15832278  18.18549407  18.44494563
  17.66914133  19.99302294  20.65464893  19.79605555  20.24688329
  20.84533847  20.78766077  19.79262236  20.42619423  19.76996326
  19.88267019  20.04716935  20.67564047  20.88712537  20.03480984
  20.30603236  20.59814833  20.89144139  20.3959821   20.68348778
  20.8506354   20.8054153   19.52914906  21.0122899   20.0827765
  21.11312779  20.26493209  20.91586613  21.56326888  19.65450977
  20.16066101  20.93577867  20.81689198  20.33879486  21.14795021
  19.47617974  18.37922444  18.29986856  18.15518385  18.04306547
  21.20935538  20.05138728  17.70553322  18.89273253  17.90946508
  17.92192268  18.72695819  18.88331577  19.10529644  18.26053394
  17.76183764  18.20197342  18.31468035  19.08440298  17.89955786
  18.61071997  18.6996888   18.43366513  18.22384778  18.30202657
  18.79081565  18.7992515   18.77394394  18.63553708  19.38132543
  19.5998729   17.93369364  19.04958056  18.34077264  18.00382894
  18.03227542  20.18842086  19.96133944  20.11818747  19.73582748
  17.81902488  18.62857259  18.81641748  18.21139018  20.47798645
  20.20215364  20.48102728  21.39553271  17.72368011  17.85080647
  18.01079342  18.617194    19.1747451   18.40678811  17.94036385
  17.97763855  18.00019956  18.29584682  18.35558443  17.75506934
  18.5640285   18.51508093  18.56079149  17.4954216   18.34587339
  18.14684609  17.91505629  18.59522154  18.40767093  18.40835757
  17.99813964  18.72617346  18.6703595   17.98440686  18.03649335
  18.73147039  18.25052862  18.07769171  19.17876684  18.93648127
  17.69121188  19.30805121  20.67613093  20.20421356  21.15972117
  21.02621887  20.25188595  20.46238993  21.17590624  20.29857742
  19.95054939  21.0971389   21.07840346  19.85353707  17.75065523
  19.6338125   19.61056486  18.12193089  18.8219106   18.91941337
  17.82079052  18.40080453  18.64711185  19.00200627  19.3522904
  18.03217733  18.58001739  18.46760473  18.96757622  18.50811645
  18.24650688  18.26131867  18.531266    18.49938632  18.98199564
  18.22374969  18.39089731  18.52067213  18.52989272  18.50723362
  18.25317709  18.12467745  18.05081468  18.70194491  18.90303212
  17.84560763  18.36245083  18.74814592  17.41665426  20.70859916
  20.27680114  20.67053972  20.80659239  21.22740418  20.4943677
  20.74253876  20.68741143  19.74249769  19.97105048  20.60530899
  19.90356365  20.24992412  20.54478664  20.11789319  20.13996374
  20.15644309  20.39970957  20.48397002  20.36086541  20.48377384
  20.85691324  20.0408915   19.26832422  17.60714762  18.45828605
  17.47443005  18.23061608  17.79911234  19.73033437  21.18032034
  20.11848174  20.02912054  21.40200674  19.03192413  20.328201
  20.44110411  18.36637448  16.95307466  16.23494806  14.4646939
  13.32192995  13.35008216   8.80825759   3.90624167  -0.65539735
  -3.73203178  -3.5068141   -2.5466962   -0.8424575    0.57868962
   0.5620141   -3.0329349   -5.4700139   -4.90029947  -4.4182787
  -4.36423038  -5.0503792  -10.07108563 -13.24610566 -15.04608149
 -11.99083097  -9.84047292  -9.76356932 -10.64276187 -11.01423373
 -10.99490973 -10.04303151  -9.17737556  -7.71140069  -5.38781336
  -5.96665028  -5.58556548  -6.31516876  -5.91613325  -5.08726154
  -6.78384911  -6.27573605  -5.23439853  -6.32693972  -4.79279138
  -6.93520403]"
9,"[26.0480043  25.54695381 26.44291998 27.20008692 24.89690259 24.16877068
 25.59178154 24.23547278 26.8192964  26.65930944 26.51119154 27.9398917
 28.66243241 27.95264358 28.02846817 28.36619661 27.73713693 27.37812268
 26.25664455 26.05232032 23.80730414 26.66637202 26.0921454  26.22908089
 29.16260008 25.49545586 23.76296686 25.95001107 27.68446189 30.90774286
 33.73806998 33.29705138 33.9300347  34.73909196 34.46875226 34.51652274
 34.78431206 34.82315622 35.01639614 34.47081218 34.84434395 35.08819899
 34.30454738 34.09992888 35.13812747 38.18288223 37.28652369 34.70250389
 35.46163266]"
