,0
0,[6.562004 8.510746 6.738614 7.430206 8.442016 7.835916 7.76678  7.363854]
1,"[ 7.821706  8.362092  8.043556  8.051908  8.261346  7.90192   8.215352
  8.004406  8.11072   7.351326  8.173824  8.04025   8.152074  7.910446
  7.869034  8.325436  8.287736  8.25891   8.693968  7.628798  8.111068
  7.98428   7.99269   8.313778  7.264442  8.145694  8.103238  7.868628
  8.262796  8.286112  7.807554  8.322826  7.966358  8.03735   8.16843
  8.374446  8.371198  8.022038  8.425776  7.977378  8.357974  7.954004
  8.231998  8.407622  8.09535   8.269292  7.466166  8.016934  8.509934
  8.253632  7.808656  8.355654  7.964908  8.364876  7.937938  7.797346
  8.237392  8.529016  8.34359   8.452108  7.989906  8.475134  8.211524
  8.536382 10.171112  9.62829   8.184322  8.018732  7.944956  8.181422
  8.27921   7.617372  8.217498  8.048254  8.396138  8.40855   8.52484
  8.10811   7.831624  7.899426  8.347186  8.05504   7.56813   8.873884
 10.224414 10.11433   9.88929   8.814608 10.075006  9.17357   9.518438
  8.922662  8.684572  9.975884  8.374446 10.385828  9.859478  9.615414
  9.469138  8.793032  7.840614  9.874036  7.396566  7.116658  9.830362
  9.797244  8.858688  9.78518   9.543552  8.637186  8.75655   9.100142
  9.67904   8.779808  9.441008  8.157584  8.234318  8.666882  9.640238
  8.82383   6.974558  9.351804  9.263006  9.451796  9.18952   8.423746
  9.68745   7.003906  8.069946  8.053184  7.880402  8.115534  8.506628
  8.384016  8.345968  7.867642  8.390744  8.066524  8.128642  8.112286
  8.380652  7.696484  8.131484  7.911606  8.521128  9.912432  9.281334
  8.899926  7.906038  8.549896  9.29856   9.200888  7.808656  8.867562
 10.480252  9.911098  9.204948  9.147064  8.326944  8.531104  7.91033
  9.294674  9.03669   8.823366  9.126764  9.44936   9.969156  8.573966
  8.07592   9.332664  8.266102  7.53942   5.72634   5.887696  8.609056
  8.663866  7.589706  6.519606  7.286366  9.489728  8.598732  8.41667
 10.400618  8.82209   8.919704  7.93324   9.167886  7.532576  8.010844
  8.140474  8.876784  8.053648  9.436832  9.824562 10.553622  8.39115
 10.976326 10.218846 11.39845   9.30523  10.4139   11.923988 10.637664
 10.313386 10.920472 11.191448 10.390004 11.794068 10.241118 11.54519
 10.549678 11.354602 11.641586 11.471298 11.778466 11.880082 12.19015
 11.499254 10.076224  9.8542   11.465962 10.849712 11.388416 12.424412
 12.175476 12.153552 12.018238 11.651156 11.485334 10.640622 10.467144
 10.360134 10.607504 10.940424 11.049754  9.169278  7.094792  6.541472
  7.458974  7.570566  7.041316  6.84081   6.785072  7.176398  9.610252
  7.59481   5.449274]"
2,"[ 9.38005  10.10505   9.431438 10.128888  8.72755   9.998562  9.939576
  8.180494  9.045564  7.262934  9.51432   5.051974]"
3,"[10.850002 11.06553   8.51208   8.587074  9.719988 10.43913   9.208138
 10.789624  9.47546   9.79707  10.188048  9.807858 10.180856 10.356944
  8.372764 10.328234  8.843202 10.141764  9.035472  9.01001   7.916536
  8.267668  8.590496  7.664758  7.323486  7.071244  5.227134  6.924388
  7.039576]"
4,[ 7.296284  5.897788  7.451956  9.829086 11.125734  7.601596  5.021814]
5,"[10.576996 10.66562  10.227778 11.111524  9.566636 11.058338 10.970816
 10.818972 10.78887  10.03052  10.728028 10.433736 10.827208 10.759406
 10.468246  9.755136 10.61255  11.130548  9.58218  10.62357  10.635054
 10.286416 10.603038 10.771644 11.048536 10.689168 10.81439  10.439188
 10.794438 10.289084 10.351376 10.549562 10.576126 10.488662 10.861544
  9.885868 10.060622  9.325588  9.326226 10.464186  7.812716  6.595818
  7.839048  7.657856  8.545604  8.12609   6.804676  7.108132  9.74342
 10.273018  9.411718 10.040902  9.79997   9.3525    9.139698 10.532742
  9.296994 10.62531  10.090376 10.48872   9.701602  9.54361  10.061376
 10.84832   9.328546  9.972288  9.93105   9.74226   8.938612  9.398378
  9.92554   9.843818  7.754484  8.54601   8.466086  7.398074  7.555254
  8.855034 11.124748 10.039162 10.678844  9.912316 10.01689   9.683158
 10.658718 11.10062  10.338268 10.179464  9.221536 10.168792  9.816268
  6.85125 ]"
6,"[ 9.573074  9.856984  9.194102  8.87081   8.746458  7.70124   8.400314
  8.788972  9.517336  9.748002 10.285894  6.539906  5.122502]"
7,"[9.15501  8.498566 7.84856  7.656348 7.978364 8.327988 8.73625  8.862458
 9.028454 9.16661  9.46937  9.299836 5.631974]"
8,"[11.443748 10.059346 10.189614 10.997032 10.942048 10.328118 11.261454
 11.915868 10.197212  9.343626  9.446982 11.236456 10.366862 10.972034
 10.636736 10.416626  9.438862 10.269944  9.055598  9.511014  9.685594
  9.669122 10.237522  9.258308  8.783404  8.19917  10.017006  9.744058
  8.095408  9.939344 10.411522  8.991044  7.036328  8.524376  7.970998
  7.196292  8.969004  9.353544  7.759878  8.209436  7.922684  7.831276
  8.779866  8.248064  8.154626  8.843318  8.268364  9.546916  9.029382
  8.801268  8.045238  8.14378   6.999208  8.705336  5.122386]"
9,"[8.162282 7.68761  8.882294 9.871136 9.47662  9.551382 8.839026 8.447584
 7.802914 7.928774 8.141402 9.142134 7.977784 7.2558   8.04779  7.683608
 7.776872 7.684188]"
10,"[ 6.820684  5.284612  5.479086  9.175948  8.876436  9.032862  6.99625
  8.6826    8.902942  8.440914  8.743152  8.322768  9.279188  9.034544
  8.753244  9.174904  9.960282 10.45682   6.527958  6.419266  8.163268
  7.356314 10.240132  9.06859   6.928448  8.622396  8.46974   9.442168
  9.621272 10.355842  5.971622]"
11,"[11.594142 10.04502  11.063326 11.427624 12.411594 11.059904 11.012634
 10.26078   9.742608 11.26766  10.147912 10.189614  9.667672 10.520156
 10.090318 10.512906 10.075296  9.803102  9.396522 11.667628 12.290606
  8.53876   8.333962 10.18335  10.47799   9.594244 11.736068 11.652606
 11.444212 11.83258  10.117868 10.6401   10.646248 10.077094  9.100258
  9.94584   9.267704 10.507802 10.209334 10.470508  9.964922  9.531952
  9.171076  9.974898  9.903268  8.572168 11.103984 10.039684 10.496144
 11.053582  9.791212  9.749104 10.241002  9.276636  9.682868  9.718074
  9.143816 10.67809  10.667418 10.200228 10.048674  9.464672  9.570348
  9.256742 10.051226 10.425268  9.778742 10.04589  10.651468 10.675712
 10.454964 10.879002 10.883874 10.593004 10.699724 10.585812  9.65207
  7.866076  9.048754  9.134536 10.951792 10.326204  9.88465   9.986962
  9.970606  9.822068  8.946152  9.938242 10.354392 10.456472 10.908466
 11.573494 10.356886 11.44195  11.715652 12.099786 10.913454 11.96192
 10.74885  11.952176 11.086642 11.055438 11.282972 10.052734  9.745914
  8.551752  6.544372  5.99981   7.514248  9.949378  8.810548  9.574756
  9.060006  9.86377   9.37657   9.556718  9.744638  8.749648  7.833828
  8.69478   8.682948  9.241314  8.838504  5.714102]"
12,"[10.04473   9.891842 10.444234  9.893524 11.012518 10.790958 10.606692
  9.777988  9.0973    8.937742  8.159034  9.035182  7.613834  8.031028
  6.428778]"
13,"[ 9.773928 10.981256 10.776168 10.309442  9.77851   8.344518  8.921792
  9.437528 10.20684  10.946572  6.405346  8.101498 10.284966  9.84927
  9.052524  8.418526  8.981242  7.89583   6.764134  8.679642 10.701522
 10.057664  9.952568 11.294746 10.32342  11.87173  11.709678  9.089528
  9.725614 11.753584  8.954562  6.93535   7.052974  9.634844  8.462142
  8.359946  9.11412   8.962276  8.511326  9.562054 11.158968 10.906204
 11.353268 13.290874 12.929592 12.324652 13.278926 13.05812  12.165848
 13.17731  11.572856  8.867214  9.094516  9.425928 11.711824 12.604154
 12.566454 12.70026  12.908886 13.389648 13.505358 12.078094 11.53765
 10.159744  9.904776  8.715196  6.898462  8.330946 10.434316 10.031042
 10.240828  9.644066 10.346272 10.95678  10.13173  10.710802 10.605822
 10.846522 10.561104 10.986766 10.649496 10.670782  8.796048 11.37525
 10.047688 10.35909  10.363614 10.726694 10.761784  9.906632 10.778836
  9.093182  9.673356  8.904856  9.113946 10.177492 10.699086  9.981916
 10.939844 10.698506 10.113344  9.754614 11.113496 10.837764 10.198604
  9.504518 10.227894 10.425558 10.554318 10.323536  9.995488  9.636584
  8.156656 10.59863  10.721648 10.562206 10.417902 11.096096 10.846928
 10.472016 10.094494 10.556058 10.3762   10.658486 11.221318 10.381188
  6.9919    5.619794  6.018834  6.219978  7.745552  9.021668  7.777684
  7.238052  9.011634 10.435302 10.010626 10.155974 10.784694 10.49365
 10.873434 11.169234 10.916006 11.206528 10.253762 10.409202 10.879466
 11.129098 11.396072 10.407346 10.349172 10.64735  10.736902  8.544908
  6.726608  6.044238  6.692678 10.207072  8.373634  9.207268 10.120594
  8.228982  6.30373   8.066524  8.993422  8.211466  7.658088  6.940686
  9.30436  10.46697   5.958978]"
14,"[11.329488 11.791574 11.076608 11.487016 11.186112  9.886622 11.61131
 11.11222  11.353906 10.663938  9.920958 11.601856 11.740592 11.412254
 11.648024 10.720198 11.106362 10.033884  9.632002 11.791748 10.987172
 10.760508 11.395434 10.999294 11.241212  9.555848  9.714014  8.606852
  9.030832  8.748894  7.90685   8.261288  9.185112  8.589046  7.799086
  8.268538  6.295784  5.890248  8.10521   8.218658  8.15306  10.098786
  9.87711   9.638498 10.580534 10.667824 10.313908  9.887202 10.239958
  8.46974   9.314858  9.259758  9.194856 10.887238 10.811896 10.109864
 10.94692  10.3414   10.466448 10.488314 10.233288 10.3443   10.783012
 10.330438  9.760414 10.790668 10.196342 10.48814   8.347708  8.784332
 10.43855   9.63873   9.803102  9.851184 10.169546 10.162992  9.978842
 10.382928 10.196226  9.682172 10.533322  9.07091  10.331018  8.856716
  9.608454  9.036342  7.00002   7.985962  7.671254  8.544908  7.608614
  7.005182  9.05206   7.2616    9.096082  9.486654  8.76032   8.858746
  7.437282  8.162514 10.68099  11.070518 10.147796  8.944818  9.786514
 10.044324 11.436266  9.852228  9.466122  7.788762  7.69022   8.751214
  9.608744  9.79968   9.91104  10.092928  9.241024  8.696404 10.447598
  9.399248  9.607294  9.980176 10.03632  10.311704 10.386002 10.145186
 10.28398  10.506758 10.493012 10.507976 10.38287  10.405548  9.339218
  9.980524 10.282182  9.70427  10.169894 10.258286 10.328118  9.897758
  9.990558  9.818762 10.41825   8.021748  8.597862 10.709004  9.757514
  9.708968  9.72022   9.24433   9.900252 10.158352  9.411138  5.859914
  6.830196  8.164544  9.523136  9.482246  9.62162   9.631306  9.653578
  9.234586  9.6019    9.254306  9.2307    9.434338 10.102498 10.494288
 10.499798 11.729514 10.849016 10.88747  11.134376  9.879894 11.455174
 10.951618  8.894416 10.090956  9.080712  9.858666  9.307492  9.203324
  7.199366  8.413886  6.741746]"
15,"[10.434316 11.020754  9.985628 11.48458  11.214184 11.21111  10.76248
 10.361642 10.731392 11.104274 10.774022 11.267544 10.842752 10.882192
  9.955062 11.068082 10.571196 10.471204 10.235086 10.369704 10.5241
 10.289258 10.127264 10.577808  9.503184  9.412356  9.384342  9.672776
  9.833842 10.648684 10.039162 10.656398 12.590756 10.32023   9.300068
  8.821684  9.004906  9.606482  9.134884 10.187352 10.506004  8.59183
 11.106652  9.812788  9.938126 11.216736 11.17689  10.395804 10.44522
 11.161868 10.681222  8.493288  8.744776  7.945768  8.609868  9.066154
  8.982924  8.927012  8.531452  9.004558  8.319172  8.03126   8.865706
  7.460888  6.256402  8.032768  6.216846  8.687182  8.112518  9.229018
  9.915274  9.011692  9.489902  8.144128  8.455936  6.840288  5.874994
  6.895272  6.809316  6.46642   7.40051   9.323964  9.251986  8.586726
  8.41087   9.508346 10.320346  9.973332 11.47733   9.939518 10.30602
  9.660016  9.450636  9.242068  9.878676 10.442088  8.385234 10.788
  9.878328  9.18198   8.534062  9.611818 10.5009   10.568238  9.78373
  9.799042 10.563656 10.849944  9.76198   9.092776  9.035124 10.256314
  8.827368  7.26798   6.98813   7.066778  7.881968  8.067626 10.575546
  9.573944  9.48213   8.987912 10.035798  9.689248  9.69731   9.889696
  9.510782  9.070388  9.404062  9.81998   9.725672 10.12767  10.063928
 10.429792  9.595346  9.218984]"
16,"[10.19234  10.157598  9.744812  9.51664   8.821452 10.47016   9.33394
  8.931826  9.873514  9.673936  8.677322  6.843188  5.732546  5.932066
  5.36645 ]"
17,"[10.113924 10.381014 10.592424 10.098496  9.710418 10.291578 10.622294
 10.82715  10.293202 10.67374   8.512544  8.79599   5.062008]"
18,"[8.803588 9.645284 9.423434 9.642732 9.603698 9.250362 7.870136 9.180936
 9.201352 8.483312 7.65281  8.68869  8.07215  8.680338 8.239538 6.741108]"
19,"[10.300858 10.489764 11.693612 10.50815  10.664286  9.091268  7.39732
  7.966184  7.729312  6.792032  7.011156  8.630748  9.305868  8.260476
  9.177456  8.323174  8.09912  10.153654 10.053198  8.670826  7.895424
  7.14966   6.496116  5.740086  6.345954  8.994234  7.84479   8.269002
  8.50338   8.66317   9.238646  8.794656  8.753012  8.971962  8.741238
  8.297886  8.562192  8.451702  8.091174  8.403446  9.232846]"
20,"[ 6.396646  8.111474  8.85776   8.940874  9.009662  9.87885   7.396334
  7.061732 10.418424  9.173744  9.716218 10.0108   10.593874 10.219542
  8.685674  8.566078  8.732538  9.159766  8.801906  8.661546  9.103274
  8.659052  8.449614  8.598384  8.459764  8.519678  7.64991   7.3515
  8.055794  8.829456  7.013534  9.073114 10.665446  8.984374 11.327574
 11.274214 10.798788  9.01088  10.514298 11.295964  9.927918 10.262056
  8.959898  9.614602  9.789994  8.224458  8.458662  9.73994   8.421774
  8.871042  8.209436  8.848944  8.637128  8.514342  8.034682  8.18119
  8.758638 11.001498 11.210066 11.742332 11.89725  11.702196 10.862762
 11.452796 11.046854 10.413494 11.167958 11.42223  11.597796  9.57667
 10.703552 11.022494 11.215402 11.301764 10.847798 11.64321  12.136732
 11.04349  10.850698  9.403888  8.96042  10.599268  9.081002  9.42181
  9.173744  9.43399  10.061898  9.127228  8.463882 10.699028 10.122856
  8.903754  9.928788  9.438456 10.35822  10.520736  9.454     9.206688
  8.56399   9.805364  9.586704  8.76293   9.245896  9.799332  9.75966
  8.499726 10.28978   8.53296   9.483116  8.313024 10.142054 10.046412
  9.36033   9.221188 10.199474 10.582622 10.62067  10.14623  10.268204
 10.186076 10.250166 10.21583   9.881054 10.45508   9.996648 10.578562
 10.761494 10.478802 10.59544   9.682752  9.651026  8.324972  8.975906
  9.599638  9.647198  9.917246  8.994524  9.413516  8.594962  9.662742
  9.52795   8.758232  8.059042  7.056512  5.872674  6.82022   8.032014
  8.133166  9.92844   8.428212  6.701726  6.25066   8.50889  10.080574
  6.533468  5.767462  7.204006  8.906886  7.420288  7.37557   8.229214
  9.429176  9.34206   8.522636  9.675676  8.253806  7.66702   7.24913
  7.004022  6.464738  9.268632  9.689074  9.866032 10.318548  9.47053
 10.256314  7.750656  8.54195   8.597978  9.45545   9.182908  8.826034
  9.931514 10.439188  9.810932 11.780148 11.687812 11.331576 11.44775
 11.225088 11.54519  10.86369  11.614326 12.22408  11.15021   8.504308
  6.808272  6.1132  ]"
