,0
0,"[-8.67416706 -6.95776504 -6.50320983 -6.25278268 -4.12783028 -2.76877496
 -2.01033283 -1.37636859 -0.58222122 -2.33118956 -3.63345    -2.85126977
 -5.71484984 -4.50813035 -2.03318811 -1.16664934 -4.02120501 -4.10634828
 -2.70324996 -3.68553649 -5.90544129 -8.60501267 -9.09056473 -7.86913154
 -7.206917   -6.69684211 -5.8510006  -6.89959688 -6.41335818 -6.37784912
 -6.52204337 -6.23247777 -7.94073821 -8.66710448 -6.88086144 -8.84278604
 -7.16179499 -6.06846907 -5.70337316 -7.58554952 -7.99792545 -8.61903973
 -7.46381819 -5.88847149 -6.61277784 -6.51841399 -6.62435262 -6.90479572
 -6.18156837 -4.32048165 -5.5909605  -6.31252029 -6.53891507 -6.46603322
 -7.28980417 -6.88998393 -6.73892329 -6.73931565 -6.34243815 -6.37892812
 -6.62582399 -6.35685757 -8.50133014 -8.62100156 -7.75485515 -6.19500688]"
1,"[-1.30662566e+00 -1.91194723e+00 -9.29758785e-01  6.75113398e-01
  1.46886841e+00  4.03601650e+00  7.29186379e+00  7.81214018e+00
  6.39864417e+00  5.37496310e+00  5.82206336e+00  3.79608511e+00
  2.96348594e+00  5.90583335e+00  8.28131099e+00  1.04045958e+01
  1.27324992e+01  1.48998270e+01  1.43032356e+01  1.40391737e+01
  1.38991974e+01  1.62538797e+01  1.76796371e+01  1.74433351e+01
  1.63664885e+01  1.52799309e+01  1.14239609e+01  8.93764005e+00
  8.00243735e+00  8.68544725e+00  8.59775361e+00  8.55635907e+00
  8.81198506e+00  8.73802420e+00  1.02004678e+01  1.13518638e+01
  6.76413245e+00  4.70696117e+00  4.17589473e+00  2.74278046e+00
  3.91869927e+00  2.27704284e+00  5.22777569e-01 -8.20190774e-01
 -2.16629804e+00 -1.59399929e-02 -8.14501477e-01 -2.74719487e+00
 -3.44580129e+00 -3.81482086e+00 -1.34909920e+00  1.87771305e+00
  5.88798073e+00  7.33669152e+00  7.11127766e+00  6.02795705e+00
  8.06707953e+00  6.78355454e+00  6.97748109e+00  6.94864224e+00
  6.44759174e+00  7.11873260e+00  6.11928008e+00  7.73199957e+00
  8.38901527e+00  6.93873501e+00  7.62351056e+00  8.27503315e+00
  6.56471279e+00]"
2,"[14.73346413 15.34800629 14.74798165 15.48288186 13.92656489 14.50932545
 14.93749409 15.41068665 15.2812061  13.77315005 15.49994975 14.6342938
 13.68369076 14.273612   14.67921963 14.79231893 14.10518919 13.60198069
 14.77191593 14.90973425 15.34349409 14.38533802 14.76652091 14.51187583
 13.18450401 12.55161877 12.09578838 13.94736025 15.59176324 14.23104036
 14.40907612 15.11562794 15.06462045 15.1906678  15.67092294 15.27767481
 15.15270646 13.22501572 14.55346655 13.65759847 14.60162939 16.24769993
 16.0976202  14.67490361]"
3,"[12.36200824 12.43175117 15.68700991 15.5491916  15.97745833 15.65375695
 15.34751583 16.04622035 17.77625706 18.44465136 18.93177288 17.37604445
 17.13307224 18.96738003 19.25527807 19.57064169 22.20684607 22.71456677
 24.1029514  22.10512537 17.47962889 15.34928148 17.04498623 18.84535442
 18.67084995 21.56905627 21.85558103 20.7907016 ]"
4,"[17.46530756 19.36886783 19.41722685 17.94742643 16.86871612 17.33975066
 19.45764048 19.1124571  20.78099056 22.383999   23.02335827 22.50367042
 23.78660687 23.38364771 25.24502871 26.45675086 24.56613864 25.52831646
 26.37455032 24.79518189 21.91168927 21.35080307]"
5,"[28.92011832 28.83791779 29.4293104  30.01874117 29.70720312 29.76556746
 28.84115481 28.96072813 29.40606275 29.11443724 29.06235075 28.79564043
 30.15047782 30.7444208  30.88439712 30.3893302  29.95566845 28.08594969
 29.95380472 31.8424551  34.97588442 33.58700934 35.00540991 35.08555052
 35.04111515 34.63648843 34.020573   34.48425069 35.40552443 36.08372785
 38.66215645 40.44702621 42.11016464 44.86437289 43.16552922 42.48232313
 42.94580465 41.98333256 42.24680586 42.20953115 41.9183961  41.91555145
 42.5449054  42.88959832 41.57831347 41.6866063  42.72686481 43.00073579
 41.80284452 41.1855558  42.09976696 38.06350508 34.07530796 28.41014152
 23.17883302 17.72093355 12.88405028  9.01258182 10.43088431 12.58958011
 12.43567482 11.9111805  10.0182141   9.76925831 14.39740325 16.04612226
 18.50772408 19.67608986 18.24415269 18.49134283 18.85771393 19.1770012
 18.65554771 17.29531529 18.70194491 17.61783957 18.65103551 17.41371152
 20.60913455 19.60399274 19.35768542 17.70249239 17.60695143 18.37363324
 17.40282338 17.49385214 18.07347378 18.96355447 18.97061705 17.95154626
 18.18196279 19.48961825 18.60287267 20.98894417 21.41534716 21.73875426
 21.48970039 22.89368153 23.23592217 24.2262522  24.23812125 24.2884421
 22.86729497 23.71195937 23.61141577 23.71804104 23.31312004 21.5223648
 22.29169507 24.61312439 23.16941625 23.3373486  23.42720026 24.17701035
 22.9969717  23.67556749 23.36196952 23.27947472 23.92893739 23.25014541
 23.04778301 23.38011642 23.67144766 23.537553   23.75266728 26.59427489
 25.28789462 23.50184775 23.08996228 24.90033579 25.32683687 25.38451457
 25.51850732 26.84166122 26.50226523 26.62880304 26.97604634 27.06207243
 26.5671036  26.28842614 26.29431162 26.42997192 26.43507267 27.24932877
 24.92682045 24.50797048 25.69879918 27.08777236 25.80513018 24.24538001
 25.75353414 26.88285958 24.5983126  23.51901374 23.53470835 23.84448076
 24.02850008 23.95041939 26.77927514 26.38465373 25.04296058 23.99083301
 27.62521473 26.48352979 24.71523746 24.32659962 22.25442036 26.60584967
 26.32560275 26.45233675 25.67378589 24.98734279 25.93745538 24.12708187
 23.86959214 22.40675619 25.08376657 22.41313213 23.34382263 23.62063635
 21.74238364 20.37636384 19.2900024  18.10662865 19.41085092 17.94948634
 14.07605607 14.39171395 12.49158688 13.43169415 14.14619137 16.15588645
 18.40973085 17.72250302 16.34127906 16.50528775 17.03821793 16.82800822
 18.48045469 18.08141918 18.00912587 17.6707108  17.05852283 16.89677023
 17.09354143 17.15288669 16.81819908 17.88827736 14.15913942 11.34136799
 10.0215492   9.09949074  8.39421411  8.41039918 10.38870504 13.25081374
 13.76373329 17.95635274 16.29007538]"
6,"[25.7505914  27.43050345 28.68685715 26.66617584 26.47538821 25.61738338
 25.80542445 26.78496443 26.82783034 25.27014009 26.22829616 26.39505141
 27.35055902 29.0820671  28.54413427 29.65138916 28.37728093 29.56349933
 29.11581052 28.03504029 27.63453341 27.80138675 25.73126741 26.82959599
 24.58251989 23.19236962 27.13426764 25.94500841 26.30186465 26.89021643
 26.5252186  26.26586514 26.26782696 26.09557859 26.52580715 26.5523899
 27.6900531  26.07576415 26.61418743 26.17571921 26.53483155 26.55788301
 27.52741768 28.26280835 26.76681754 26.92435221 25.3909886  30.00059428
 29.01350127 27.15143363 26.48774772 24.65373419 23.28124036 24.14071656
 24.45088133 23.48880161 23.87851845 25.19264794 25.98375448 27.43570229
 28.72069866 28.54884265 29.9743058  29.69317606 29.27638602 28.81928044
 29.03429663 30.49762303 28.63231837 29.42450392 29.61548773 28.93895186
 30.36176654 29.89661747 28.84390136 29.13434978 29.24117123 29.23420675
 31.36798736 34.87024006 34.81148336 34.85817483 35.58375636 34.03479624
 34.67023185 35.08152878 35.5811079  33.37415116 35.15647055 33.79398203
 35.14136449 34.29179551 34.64090254 33.99506925 33.88452033 34.53751428
 35.02434153 35.33578149 35.38561189 34.2217583  34.1889958  34.43422412
 35.00972593 36.96586315 35.97376748 33.32795014 35.46300594 34.10444108
 34.66758338 33.96073729 34.79431737 33.86911999 34.59548626 34.60431448
 34.08246862 33.41466288 35.80357903 37.71400569 39.10503878 40.76435165
 43.47922528]"
7,"[33.33991729 32.92195015 34.05990762 34.46168969 33.87569211 34.88514994
 33.65351525 34.50524224 33.9537728  33.47950124 34.45845267 34.68857492
 36.07607673 35.85890253 31.34768246 29.5423116  27.82551722]"
8,"[ 39.72213131  39.73831638  41.57978484  41.54682616  43.11511028
  42.88047582  40.248097    39.96549589  40.87078074  40.16158045
  39.92370899  40.05338572  38.51031107  41.93409071  42.55461644
  43.6372504   44.67593945  45.91316535  46.83179061  47.6665478
 -47.16254506 -46.0543485  -47.39484494 -47.36217072 -46.74655937
 -48.31061673  48.11119578 -48.34761187 -46.71951559 -45.75890723
 -48.38765962  47.81505806 -49.059364    47.32038351  46.09306484
  44.91724411  44.47024194  45.36856231  47.72059612  46.73840767
  46.30013563  46.97716196  47.11684401  45.42447436  45.63625353
  44.80934366  43.02447389  42.10937991  42.73843958  45.92925232
 -48.96756082 -46.82173656 -47.7588128  -48.58842313 -47.67655342
 -48.84454743 -47.85729649 -47.87230447 -47.19162914 -48.38335047
 -48.81860718 -47.92377299 -46.98176275 -45.82169549 -43.22523771
 -42.09620655 -36.77370254 -33.02808527 -31.53788184 -31.53758757
 -31.59801183 -34.90055059 -35.04680475 -36.95880088 -34.61010217
 -31.382309   -32.28092364 -31.11893379 -30.92490915 -30.50635346
 -27.00282557 -27.2840534  -27.27630419 -27.94165765 -29.08138077
 -30.75668252 -29.76144793 -30.59904976 -28.69215439 -26.54287535
 -25.63347066 -25.21854435 -25.79571372 -25.48535276 -25.7902206
 -27.16045833 -25.75598673 -23.13420177 -20.78668016 -16.04543592
 -14.01386647  -9.99761522  -5.06205207  -0.89366118  -0.42243045
  -2.13461454  -8.18714362 -10.19222841 -10.36300541]"
9,"[-46.04350941 -47.02407934  49.03305806  47.6778283   45.90561231
  46.00360555  46.50681405]"
