,0
0,"[-34.92845889 -34.25387539 -34.32781578 -34.93532338 -34.5582666
 -34.65584046 -34.7359589  -34.111192   -34.74350984 -34.03597678
 -35.602454   -34.91100346 -34.92218278 -34.23730254 -34.61033868
 -34.29535653 -34.75831753 -33.89584306 -35.53204392 -34.86187331
 -34.66849074 -34.45500502 -33.8103311  -34.52943573 -34.29780814
 -34.94601237 -34.28417722 -34.89001773 -34.43245026 -33.86250124
 -33.96184025 -33.93300939 -34.53865377 -34.85912751 -34.60112065
 -33.64421037 -34.64995661 -34.87079715 -34.44157023 -34.4583392
 -34.40234456 -34.26456438 -34.22376968 -34.48511072 -34.53218153
 -34.27289984 -34.92875308 -33.66284257 -35.00573346 -33.88937083
 -34.83980887 -34.38273172 -34.24769734 -34.89305772 -34.18581884
 -34.64064051 -34.02813164 -34.70752029 -33.97890342 -34.87825002
 -34.32369708 -34.58886263 -34.01430459 -34.78361809 -34.88001518
 -34.9054138  -33.8705425  -34.41009163 -34.2992791  -34.33173835
 -33.58193962 -34.99180835 -34.33781832 -33.97762859 -35.22480884
 -34.46726304 -34.72507377 -34.28035271 -34.87785777 -34.83294437
 -34.10619073 -34.92679179 -34.24200962 -34.95444589 -34.60945611
 -34.56905366 -35.07467258 -34.69565452 -33.9510532  -33.91074882
 -33.42386016 -34.22494645 -34.99690768 -33.9154559  -35.121155
 -34.16855955 -34.19748848 -34.75380658 -34.51766803 -35.69600723
 -33.79866146 -35.1567523  -34.24750121 -34.34409443 -35.16999096
 -33.88250633 -34.96944971 -34.45500502 -34.59778647 -34.03882064
 -33.94330612 -34.25161991 -34.26289729 -34.04588126 -34.5440473
 -34.6650585  -34.00263495 -34.06873021 -34.48511072 -34.04803867
 -34.26387793 -34.38273172 -34.80077932 -33.9573293  -34.10060107
 -33.67382576 -35.13223625 -34.84118176 -34.69692935 -34.09707076
 -34.19023173 -34.05607993 -35.21098179 -34.86530555 -35.00249734
 -34.3784169  -34.32526611 -35.55155869 -34.03715355 -34.19954783
 -34.76292655 -34.33575898 -34.36341308 -34.40842453 -34.92953759
 -34.32654094 -33.58605831 -35.26579967 -34.6633914  -34.73890082
 -34.16198925 -34.79822965 -34.30280941 -34.85030173 -34.50138938
 -34.53522152 -34.46020242 -34.86648232 -34.15208477 -35.47752023
 -34.35448924 -34.9727839  -34.31644033 -34.42617415 -34.47383334
 -34.42705673 -34.41342581 -33.83582778 -34.78352003 -33.90466884
 -34.94846398 -34.1837595  -35.06506229 -33.46642001 -34.8711894
 -34.19238914 -34.51217644 -34.20906005 -34.60729869 -34.62220445
 -33.97713827 -35.47663766 -35.04486107 -33.89015534 -34.27113468
 -33.83553359 -34.39194975 -34.13237387 -34.17797371 -34.98808191
 -34.13051065 -35.72934905 -34.73909695 -34.42244771 -34.37684787
 -35.26923191 -34.10530815 -34.14178803 -35.51174463 -33.82396202
 -34.12237132 -34.50531195 -34.4558876  -34.94365883 -34.03352517
 -34.67751265 -34.1153107  -33.48093351 -33.98851371 -34.8701107
 -34.1032488  -35.40299146 -33.56870095 -35.61392751 -34.4963881
 -34.63975794 -33.87181734 -35.29668988 -35.25452229 -34.39479361
 -34.57199559 -33.70863854 -34.69457581 -33.99635885 -35.02711145
 -34.65721336 -35.65011319 -34.54904857 -35.09928669 -34.20955038
 -33.96684153 -35.01907019 -34.30957584 -35.37416059 -35.01671665
 -34.913357   -34.09275594 -34.90727702 -33.68735861 -34.64426889
 -34.28937462 -35.04397849 -34.86501136 -34.22573097 -34.76586847
 -34.32438353 -34.67084428 -34.43313671 -34.06676893 -34.15590927
 -33.70206824 -34.88334936 -34.22161227 -36.22643638 -32.99767323
 -28.78424763]"
1,"[-35.44692421 -37.01908916 -38.10279642 -39.13433354 -38.63430428
 -40.39246756 -39.66086954 -39.57486726 -39.92832979 -39.48973774
 -39.22445452 -39.01293008 -40.06725732 -41.9779202  -42.82036997
 -38.46220164 -33.3958138  -35.49419114 -39.60519851 -40.10656144
 -41.90693154 -42.93620338 -41.28001704 -39.81651701 -38.50466343
 -38.03542633 -35.54773419 -35.65070158 -40.34891726 -40.85071167
 -41.28956849 -40.34032683 -40.31578137 -39.8478289  -42.90452865
 -44.10855085 -43.01009474 -43.82139932 -44.25941279 -43.39129963
 -43.57016869 -43.88816141 -43.74993995 -44.9593753  -46.48220416
 -47.5941441   48.41511165  48.31783198  48.57985947  48.16190993
 -48.7356749  -45.02085173 -44.4562276  -43.3101221  -40.51020341
 -41.83876713 -41.79948262 -41.47418412 -41.49664082 -41.46489744
 -40.78365538 -39.10099172 -36.89435152 -35.88487884 -35.14243493
 -35.63883581 -36.367943   -36.51464701 -36.8831722  -37.18511182
 -35.77063407 -38.3111828  -35.9129252  -39.55314604 -38.31294796
 -40.22359123 -41.01925458 -40.09314626 -42.36143941 -44.98981442
 -44.43020137 -42.87371688 -43.00051387 -44.97186868 -44.41974773
 -43.1385392  -42.18993496 -43.44029249 -42.67537227 -43.21321508
 -45.41914921 -43.52593194 -43.73940786 -43.29295106 -41.1315871
 -40.64579676 -39.01695071 -37.6026691  -35.99010171 -39.19052431
 -39.27856634 -38.52202079 -38.05592174 -40.13903049 -42.93874324
 -43.14105945 -41.58362374 -42.0139686  -44.4472057  -44.27977091
 -40.86633329 -40.56462903 -38.51888274 -34.73693954]"
2,"[-45.27897627 -44.16216254 -45.29958936 -47.26191246 -44.22861083
 -45.43526116 -47.60832418 -45.9021153  -45.92781792 -45.25775518
 -43.51831236 -43.63303764 -43.03392433 -43.34646469 -44.7659437
 -44.17317515 -45.69307189 -47.03931658 -46.42356178 -44.36411592
 -44.66101503 -44.47733101 -43.90630329 -44.46395506 -44.33653046
 -43.77182788 -43.9929626  -42.1178774  -43.68564907 -43.39827199
 -42.29834491 -41.72806248 -40.05113556 -38.21311862 -37.14421905
 -36.37873006 -35.35984322 -34.19395817 -33.87779925 -33.08269487
 -33.7522771  -36.49513224 -37.90666806 -40.56615884 -36.29978839
 -32.98266941 -26.82845561 -27.68073141 -26.58447193 -23.70795531
 -24.39401232 -25.09448477 -27.72152611 -27.63473931 -27.19237179
 -27.19492146 -25.62128555 -23.25107429 -18.06387138 -12.92530831
  -9.23770285  -9.9603378  -10.9070494  -12.91932639 -13.37483451
 -13.00454417 -11.24978371 -11.66940034 -11.4685649  -11.39991998
 -11.67224421 -11.34529823 -11.93054526 -11.72039372 -10.72886679
 -10.95598343 -11.55054656 -12.86450852 -12.81988931 -11.30420933
 -12.50147492 -17.53824738 -18.34904202 -20.76877568 -20.130574
 -21.28841778 -23.73090233 -24.30859842 -26.78903381 -25.85036347
 -27.58590334 -29.08775627 -28.43376625 -29.57690041 -29.01538491
 -26.31479543 -25.09615186 -26.76000681 -27.25219094 -27.95119242
 -27.50490233 -28.39336381 -28.63675911 -28.66823771 -28.25234752
 -28.09985772 -28.17291553 -27.91883124 -30.11527276 -27.71593645
 -25.70375752 -28.572429   -29.38626364 -26.79403508 -23.81945429
 -21.11023516 -24.09638753 -27.36859312 -28.67196415 -28.32893564
 -27.6060065  -28.6460752  -28.20615929 -26.13190574 -25.74710189
 -25.71807489 -26.05472922 -26.82031628 -27.38967692 -24.74027694
 -25.04819847 -25.08663963 -24.67692748 -25.13527947 -26.86218969
 -27.84126247 -26.40874092 -26.3474508  -27.25395609 -28.83631971
 -29.43588412 -28.76316384 -29.12286325 -32.52539613 -32.15079096
 -32.05615903 -33.12907923 -32.09567889 -34.86403072 -32.02683784
 -29.2694692  -26.73137207 -23.83514456 -18.33178273 -11.80325795
  -8.98361856  -9.25780601  -8.75267741  -7.85440952]"
3,"[-45.89324049 -47.18285312 -44.66018148 -48.2638489  -45.94445942
 -45.62981068 -46.64811895 -45.35427976 -47.00494508 -47.18529491
 -45.14391248 -47.24881108 -45.97735995 -46.14351009 -45.73262117
 -46.81423967 -45.54028789 -46.03145215 -45.46261126 -45.72992441
 -46.98715624 -47.66955545 -44.94647986 -45.84704246 -46.28259452
 -45.97436899 -45.94928417 -46.02744133 -45.63455699 -46.14297074
 -46.20763426 -46.09671386 -45.4354769  -47.10945208 -46.12631944
 -46.0639212  -46.90560606 -46.67192893 -46.45939443 -46.17771488
 -45.65056107 -45.72175566 -46.18626607 -46.35481879 -45.90041879
 -46.72019612 -45.47121148 -46.56042015 -46.48736233 -45.90067376
 -47.42950414 -44.52181292 -48.71258962 -46.98999029 -48.12750047
  48.81589995 -46.14054855 -45.744585   -46.94208594 -46.41558916
 -45.95240261 -46.36854777 -46.09364445 -46.91751106 -46.21423398
 -45.50664207 -47.78027972 -44.48485253 -47.00617088 -45.64777604
 -44.27985917 -46.39286769 -48.52406711 -46.71709729 -45.73917186
 -46.68352992 -45.48486202 -46.80445286 -45.76540403 -46.547662
 -45.8672731  -46.40378223 -45.59709647 -47.16706478 -46.96614108
 -45.3479252  -46.51514392 -46.65153158 -45.80610066 -45.61539525
 -46.26391329 -44.70555578 -44.60357884 -43.71996173 -44.36242921
 -41.50466247 -40.42970253 -39.4907478  -38.6451894  -36.07669238
 -35.24648102 -36.37902425 -40.29867898 -41.20075176 -41.95934685
 -41.98037181 -41.77837921 -39.42893795 -36.94024556 -38.69157376
 -39.95778827 -38.46602615]"
4,"[-42.74765538 -40.69265182 -39.13021484 -39.95456196 -40.65864317
 -40.03037538 -39.84161164 -40.61594602 -39.40451997 -41.77739857
 -41.49046277 -43.05028144 -43.61196365 -42.70038844 -40.2724272
 -39.70302734 -39.05097898]"
5,"[-38.22606309 -41.50571175 -45.81811352 -45.82621363 -45.7404565
 -44.2828109  -44.55346804 -44.6566904  -45.40036992 -44.76115817
 -45.95078455 -46.50219944]"
6,"[-23.44190719 -23.27255035 -23.25882136 -22.7286864  -23.79111374
 -23.10858704 -23.08975872 -23.34158753 -23.95733253 -24.25780118
 -23.94360354 -23.69324569 -23.4177834  -23.24254271 -22.81351192
 -23.14408627 -23.68814635 -23.40797698 -23.39777831 -23.44455492
 -23.32324953 -23.14673401 -23.33805722 -23.34011657 -23.3863048
 -23.0457279  -23.49966699 -23.84740258 -23.91045785 -23.46475614
 -23.2953993  -23.11613798 -23.13712372 -23.13427986 -23.430924
 -23.34717719 -23.27784582 -23.39993572 -23.65274518 -24.25074055
 -23.47936771 -22.75437922 -23.18988225 -23.54350168 -23.35688555
 -23.03543116 -23.20223833 -23.43396399 -22.86901625 -23.10525286
 -23.7386494  -24.18690077 -23.48986058 -23.19988479 -23.60655695
 -23.41768534 -22.96609979 -23.4454375  -22.818219   -22.79831197
 -24.3319377  -23.80072403 -23.45240006 -22.88549103 -23.38757963
 -23.64411553 -23.215477   -23.14418434 -23.04445307 -23.33540949
 -23.25391816 -23.28539676 -23.30255799 -23.41896017 -23.43945559
 -23.17281908 -23.46671743 -23.20714154 -23.24636721 -23.20694541
 -23.25666395 -23.33903786 -23.35168814 -22.86440723 -23.04974853
 -23.51074825 -23.28049355 -23.09946707 -23.23185372 -23.0167009
 -23.23450145 -23.20410155 -23.0101306  -23.10437028 -23.74718099
 -23.88280375 -24.37989108 -23.51927983 -23.24999559 -23.10182061
 -23.30755926 -23.64892068 -23.86740767 -23.72874492 -23.46152003
 -23.09652515 -23.25725234 -22.76889272 -23.12329667 -23.45249812
 -23.90339723 -23.34011657 -24.23318707 -23.18419452 -23.06602719
 -23.74051262 -23.61587305 -23.46848258 -23.05592657 -22.99797064
 -23.5415404  -23.19880609 -23.25970394 -23.28725998 -23.4191563
 -22.94207406 -23.71334884 -23.82906458 -23.83102586 -23.43759237
 -23.10270319 -23.30726507 -23.4164105  -23.11152897 -23.15301011
 -23.74963259 -23.95007578 -23.45230199 -23.55791712 -23.91683202
 -23.31010893 -23.27166777 -22.92481476 -23.31422763 -23.42425564
 -23.19429513 -22.9734546  -23.33795916 -23.58321768 -23.20174801
 -23.40444667 -23.27058907 -23.45220393 -23.15732494 -23.57252868
 -23.00199128 -23.15663849 -23.42445177 -23.23646273 -23.20351317
 -23.20439574 -23.36679003 -23.21204475 -23.11868765 -23.83632133
 -22.81802287 -23.24930914 -23.37237969 -23.11594185 -23.38689319
 -23.12967084 -23.47279741 -23.33786109 -23.43690592 -23.45681295
 -22.92246122 -22.99414614 -22.99326356 -23.07053814 -23.20871057
 -23.78444537 -23.68304701 -23.25332977 -23.03288149 -23.4689729
 -23.84985418 -23.18066421 -23.6297001  -23.16311072 -23.42317693
 -23.65343163 -22.77006949 -23.15516753 -23.84220518 -23.38659899
 -23.16281653 -23.30804958 -22.34152902 -23.54232491 -23.00012806
 -23.35286491 -23.19194159 -23.06416397 -22.93177732 -23.44426073
 -23.56046679 -23.15624623 -23.58861121 -23.26019426 -23.04396274
 -23.45779359 -23.51967209 -23.21881118 -23.43337561 -23.10270319
 -23.30618636 -23.36512294 -23.10544899 -23.4167047  -23.38463771
 -23.34923654 -22.96217722 -23.38159772 -23.00267772 -23.30206767
 -23.3953267  -23.52673271 -22.76604886 -23.41974469 -23.15340237
 -23.26264587 -23.5034915  -23.21743828 -22.79654682 -23.16556233
 -23.05259239 -23.13879081 -23.35678748 -23.21645764 -23.33148692
 -23.29353608 -23.28667159 -23.77954217 -23.68010509 -23.49358701
 -23.17585907 -22.71819354 -23.84955999 -23.35266879 -23.1418308
 -23.08505164 -23.26294006 -23.01199382 -23.25225106 -23.22430277
 -23.31991535 -23.04857176 -23.17889906 -23.01925057 -23.07269555
 -23.29657607 -22.98777197 -23.86672122 -23.11633411 -23.06877298
 -23.28765223 -22.73172639 -23.21557506 -23.40778086 -23.27892452
 -23.4848593  -23.32550501 -23.46867871 -23.3838532  -23.56095711
 -23.3821861  -23.14094822 -23.50084376 -23.14143854 -23.37659645
 -22.7065239  -23.46210841 -23.5138863  -22.99542098 -23.04739499
 -23.01483768 -23.4298453  -23.20782799 -23.25940975 -23.26127297
 -23.42925691 -23.66833738 -23.79895887 -23.04386468 -23.25833104
 -23.47858319 -23.38856028 -23.08358067 -23.37257581 -23.3348211
 -22.93913214 -23.3416856  -23.69491278 -23.23871821 -23.75090742
 -23.78268022 -23.87574313 -23.19753125 -23.1245715  -23.28412192
 -23.4035641  -23.59214152 -23.94909513 -24.50786484 -24.35566923
 -23.80660788 -23.05131756 -23.24656334 -22.95393983 -23.31962116
 -23.24813237 -23.69687406 -23.38502997 -23.08956259 -23.50290311
 -23.0350389  -23.15958041 -23.17036747 -23.57782415 -23.25676202
 -23.43602334 -23.3704184  -23.54026556 -23.17438811 -23.23675692
 -23.07171491 -23.14487079 -23.60783178 -23.33570368 -23.05778979
 -22.83430153 -23.39326736 -22.72829415 -23.33325208 -23.38718738
 -23.75904675 -24.1359074  -23.79248664 -22.91844059 -22.92461864
 -23.525654   -23.3060883  -23.55889776 -23.5664487  -22.97806362
 -23.18821515 -23.55321004 -23.39189446 -22.88784457 -23.13584888
 -22.87254656 -22.87127172 -23.64960713 -23.58498283 -23.50672761
 -23.26225361 -23.39905314 -23.49986312 -23.27156971 -23.14889142
 -23.35374749 -23.71589851 -23.63411299 -23.60253632 -23.48848768
 -23.53075334 -22.62601321 -23.55644615 -23.10858704 -23.47181677
 -23.21175056 -23.20920089 -23.06112398 -23.54203072 -23.72050753
 -22.99895129 -23.33442885 -23.64960713 -23.36600551 -22.81076612
 -23.54781651 -23.65215679 -23.26019426 -22.9627656  -22.90206387
 -23.50780632 -23.79493824 -23.59949633 -23.02278088 -23.22802921]"
7,"[-21.04914118 -21.91789176 -20.68345985 -22.11048981 -22.43204226
 -25.16656194 -26.94711327 -29.11050716 -30.64481934 -29.87815357
 -29.72468313 -30.43555038 -29.72360442 -29.79479902 -29.34566507
 -31.1234706  -30.37308349 -29.52355349 -29.48452395 -30.28668895
 -30.21470984 -30.01407053 -30.26452644 -30.21059115 -30.85899151
 -29.91855601 -30.13861204 -30.67266957 -31.97741349]"
8,"[-19.44020216 -20.22991301 -19.70203353 -19.96817971 -20.72758873
 -19.7951945  -20.7301384  -19.82647697 -20.40613434 -19.94523269
 -19.67604652 -20.82329937 -20.20304343 -20.677576   -20.13645785
 -19.90433993 -20.21206533 -19.94817462 -20.12900497 -21.41207671
 -19.5279696  -19.49001877 -19.85736719 -19.50600323 -20.10331215
 -19.38920879 -18.38483545 -19.69320775 -19.82196602 -19.86599684
 -19.80804091 -16.53318759 -14.61475802 -16.03521768 -13.66520255
 -16.77687708 -16.2566466  -17.90824353 -16.61526731 -13.26058974
 -13.26725811 -14.93425112 -17.38301178 -21.14504795]"
9,"[-29.98121903 -30.22000531 -28.22606632 -26.98780991 -25.96970758
 -27.55962214 -29.75900559 -28.22832179 -26.19054812 -24.7669504
 -23.93399325 -27.44988833 -27.35486413]"
