,0
0,"[115718. 115718. 115718. 115718. 115718. 115718. 115718. 115718. 115718.
 115718. 115718. 115718. 115718. 115718. 115718. 115718. 115718. 115718.]"
1,"[116000. 116000. 116000. 116000. 116000. 116000. 116000. 116000. 116000.
 116000. 116000. 116000.]"
2,[115727. 115727. 115727. 115727. 115727. 115727. 115727.]
3,"[115790. 115790. 115790. 115790. 115790. 115790. 115790. 115790. 115790.
 115790. 115790. 115790. 115790. 115790. 115790. 115790. 115790. 115790.
 115790. 115790. 115790. 115790. 115790. 115790. 115790. 115790. 115790.
 115790. 115790. 115790. 115790. 115790. 115790. 115790. 115790. 115790.
 115790. 115790. 115790. 115790. 115790. 115790. 115790.]"
4,[115742. 115742. 115742. 115742. 115742.]
5,"[115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775.
 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775.
 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775.
 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775.
 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775.
 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775.
 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775.
 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775.
 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775.
 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775.
 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775.
 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775. 115775.
 115775. 115775. 115775. 115775.]"
6,"[115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781.
 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781.
 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781.
 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781.
 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781.
 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781.
 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781.
 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781.
 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781.
 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781.
 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781.
 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781.
 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781.
 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781.
 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781. 115781.
 115781. 115781.]"
7,[115778. 115778. 115778.]
8,[115751. 115751. 115751. 115751.]
9,"[115787. 115787. 115787. 115787. 115787. 115787. 115787. 115787. 115787.
 115787. 115787. 115787. 115787. 115787. 115787. 115787. 115787. 115787.
 115787. 115787. 115787. 115787. 115787. 115787.]"
