,0
0,[6.197242]
1,[8.948994 7.104072 6.920502]
2,[6.55139]
3,"[ 6.15467   8.79918   7.16735   7.297154  8.827832  7.954642  8.981764
  7.971404  7.883186  6.848118  9.426102  9.281044 10.50409  10.133586
 10.474916  8.778474  7.354574  8.474728  6.373794  6.304426  6.34607
  8.349506  8.206768  9.562054  8.875914  8.620772  9.350064  8.376534
  9.318802  9.48271   9.323326  9.376744  9.06598   9.816674 10.267508
 10.002274  9.901934 10.064392  9.660016 10.069322 10.23613  10.355552
  9.61118   8.399966  8.984432  9.227916  9.317526  8.828528  8.529132
  8.763974  9.31712   9.197408  7.986136  8.685964  9.612456  8.707424
  8.567122  8.386104  8.64374   9.374192  9.067778  8.665432  9.204542
  8.558886  9.351514  9.371698  8.753186  8.258272  9.04597   9.041446
  9.287946  9.720046  9.647952  9.633742  9.485784  8.569674  8.816406
  8.76728   8.413596 10.225284  9.869744  9.308246  7.98254   9.347686
  8.531162  9.691104  9.959934  7.43212 ]"
4,"[ 7.19954   7.501198  8.858514  8.945978  9.79997   9.961964  9.235398
  9.598188 10.017818  9.578294  9.254712  9.849444  9.696556  9.406904
  9.844108  9.689538  9.790052  9.602016  9.770796  8.99377   9.206398
  7.180342]"
5,"[ 8.193196  9.915448 10.493244  9.590126  8.649598  9.441994 10.67751
  9.878444 11.214764  8.976428  7.323022  7.378934  6.370198  6.249906
  8.61329   8.31662   8.74901   8.861008  8.981996  8.899462  8.421948
  8.572458  8.436216  7.169496  8.401126 10.09258  10.555826  9.043592
  7.618764 10.212872  9.549178  9.809134  9.25332  10.383682  9.055482
  9.070214  7.937358  7.54754   6.716284  6.546054  9.34061   9.417634
 10.04299   8.588234  7.855404  9.409746 10.526478  9.212024  9.230874
  8.169764  8.07766   8.163326  8.779112  9.454522 10.365412  8.80933
 10.61284  10.742064 10.93561   9.99398   7.913578  7.729486  8.160716
  7.227786  8.866112  8.355364  8.522984  8.769078  9.183778  8.601864
  8.49236   9.17299   8.53006   9.201236  8.637882  8.563874  8.846334
  8.405766  8.346896  9.158374  8.934204  9.37512   8.853352  8.883512
  8.931942  9.256974  9.38266   9.240908  9.715058  9.362998  8.57124
  8.571704  8.176956  9.819806 10.370806  9.232672  8.579824  8.952068
  9.544712 10.154814  9.901064  9.64801   6.187614  6.358482  6.511892
  7.514654  7.971462  7.18504   8.806372]"
6,[6.241554 8.020588 9.068764 7.127968]
7,"[ 7.729022  8.519272  8.47525   8.973702  8.774066  8.423688  8.786246
  8.910656  8.166052  8.535338  8.14349   8.12464   8.31401   8.56631
  7.608846  8.258736  7.637092  8.262622  8.092624  9.019522  8.930608
  9.178442  8.52455   8.395964  8.868548 10.323652  8.053822  8.909206
  8.177826]"
8,[6.247876 8.738628 8.889834 7.920944 9.67527  8.952184 9.431902 7.294312]
9,"[ 6.779504  9.09672   6.56386   6.651324  6.999266  9.822822  7.059064
  6.82515  10.081386  9.18836  10.017702  9.154024 10.270466  8.306702
  9.724338  9.375816 10.947384  7.99588   7.923032  8.54717   8.229272
  8.833052  8.309544  9.61698   8.702378  9.504402  8.755332  9.755426
  9.170902  8.015252 10.05575   8.915296  9.137146  9.270024  9.312074
  7.600378  7.830116  9.314452  8.98652   9.80548   9.307028  9.329126
  8.911874  9.360736  9.97049  10.050356 11.942548 12.009712 10.364194
  9.666802 10.769672 10.947268 10.746762 10.516154 10.581694 11.413182
  8.939134 10.492838 11.68729  12.466578 11.15021   9.732806 12.147346
 10.420976  9.542624  8.130092  9.524122]"
