,0
0,"[ -7.70767322  -5.68385299  -6.46367903  -6.11555291  -6.23257586
  -6.5883531   -7.37985201  -6.66113687  -9.04093052  -8.39313541
  -8.84092231  -9.94091844  -9.19591482 -10.10443668  -8.9326377
  -6.74902669  -6.88606028  -8.17929632  -9.54502185 -11.30379932
 -16.69234822 -16.40337117 -17.14553014 -15.38851831 -15.77460577
 -15.4293243  -16.39189449 -16.28742722 -15.73997953 -16.68028298
 -15.87573793 -16.15068791 -16.56659514 -15.99168188 -16.16079132
 -16.09134266 -16.08918465 -16.05553933 -16.09016557 -16.36825448
 -16.91069951 -16.73491985 -15.91379736 -16.53559828 -16.55629555
 -15.79216412 -16.8541989  -16.22121558 -16.05446032 -16.47752821
 -16.24201094 -15.98922959 -16.55766883 -16.0083574  -16.32529047
 -16.20326487 -15.49985197 -16.21238736 -16.17275846 -16.02356156
 -16.11282466 -16.03474397 -16.40386163 -16.17393556 -16.33029313
 -15.85258838 -16.47644921 -16.42867873 -15.93341563 -16.34108318
 -16.10880292 -16.16961954 -16.64693193 -16.24622887 -16.50666134
 -15.48317644 -16.19531947 -16.16069323 -16.56149439 -16.62956977
 -16.54138567 -15.5854857  -15.98275556 -15.64640041 -15.95381862
 -15.97412353 -15.74066617 -16.48321751 -15.67151179 -16.56188675
 -16.56051347 -15.84346588 -16.49263428 -15.85111701 -15.91418973
 -16.90295029 -15.93164998 -16.63241442 -16.17923249 -16.2039515
 -16.71294739 -16.19845839 -16.20120495 -15.94096866 -15.43962389
 -16.36531174 -16.65438687 -16.21366255 -15.93733928 -16.37394377
 -16.27938373 -16.2628063  -16.38904984 -15.53182974 -16.87921219
 -15.84689908 -16.55874783 -16.76473961 -15.66562631 -15.52496335
 -15.82433807 -16.27379253 -16.19698702 -16.51627429 -16.29733445
 -16.34216218 -16.11625786 -15.90938325 -16.53334218 -16.18845308
 -16.29743254 -15.84689908 -15.06305129 -15.66513585 -16.50577851
 -16.15529821 -14.45939727 -15.68632358 -15.90349777 -16.85498363
 -16.57512908 -15.60265168 -16.8089788  -16.63045259 -16.24652314
 -16.65203268 -15.81394039 -16.39895706 -16.60171183 -15.59058644
 -16.31587371 -16.05750116 -15.81394039 -16.02444438 -16.64467583
 -16.36737165 -16.33078359 -16.19257291 -16.0015891  -15.89967221
 -16.80230859 -15.1760525  -18.22659464 -20.88555622 -23.39443806
 -25.4871184  -27.17791859 -30.18745856 -33.45488062 -32.54841868
 -31.8357852  -30.83770596 -31.00249939 -33.96122805 -35.22209395
 -37.98365905 -39.5496184  -43.9993156  -42.78279679 -43.63791773
 -43.85232575 -43.58774402 -43.90498117 -43.93844012 -44.06285916
 -44.10474416 -42.64720515 -40.07444623 -38.24713235 -34.6368811
 -33.82654866 -34.0624583  -38.89983203 -45.42605394 -45.99519943]"
1,[10.17839723  9.12097274]
2,"[-33.47577408 -38.22672935 -34.31867284 -34.52868637 -35.30507921
 -36.79969675 -36.88994077 -36.16298595 -34.52240852 -33.32206497
 -34.26217224 -33.22838775 -33.12745178 -35.8062278  -35.70823456
 -33.99183254 -32.67691832 -35.26025148 -38.8312662  -37.69939039
 -32.85279607 -30.51145421 -30.49919279 -33.61898741 -38.58858826
 -35.21159818 -33.35669121 -34.81795769 -38.5055049  -38.45989244
 -38.12383155 -37.92647181 -38.54268152 -38.25135028 -35.84899562
 -35.74972719 -35.65036068 -35.54795334 -35.36452256 -34.65973638
 -35.90029738 -35.29919373 -34.12837567 -37.24081344 -38.66990597
 -34.95420654 -34.11071923 -36.83971801 -36.4914938  -34.3055286
 -35.98190936 -34.44403355 -35.92246602 -34.72810603 -36.27755662
 -35.67056749 -33.66832735 -33.42251049 -36.42881344 -39.14692408
 -38.60457714 -35.3018422  -33.95024182 -34.10012537 -33.87824279
 -35.49576875 -36.55162378 -35.92472212 -34.24579098 -31.03545807
 -28.92286519 -28.88343247 -24.74152624 -27.01979537 -24.80322568
 -27.19557503 -27.37253178 -25.01382776 -24.98224235 -27.06501547
 -25.43483573 -25.10093285 -25.58579828 -27.27973739 -24.27078596
 -23.42523873 -27.49514594 -28.60014472 -29.13003407 -28.91648925
 -29.25353104 -29.14690577 -29.61823459 -30.09338898 -29.51592534
 -29.68650616 -31.29010315]"
3,"[-6.73166453 -6.92716054 -6.8100395  -6.85839852 -6.36931517 -7.97614918
 -7.3245285  -6.27926733 -5.09157756 -6.32389889 -7.53424776 -6.20324656
 -1.90851403 -1.15448601  1.03069445  3.77793822  4.70293942  1.65514384
 -0.63273825]"
4,[-3.41549107]
5,"[11.0483692  12.00152262 10.46188116  9.50853157  5.9313371   8.09483938
 10.25471228  8.03490558  6.74000199]"
6,"[16.06309206 15.01469196 14.75524041 16.31273448 19.45715002 21.87264892
 19.3613148  17.92270741 18.89322299 16.90442136 17.07823919 16.74051075
 16.25584151 15.32583765 15.47434792 15.31632279 14.39593188 16.3238188
 18.27622855 15.17203045 16.34598744 15.95666297 14.2588983  13.0884726
 10.96705149 12.06812663  7.27224552  5.18240982  4.52745404  3.66572174
  4.51185752  4.56933904  3.60931923  3.80834653  5.00427597  4.22856977
  3.47866158  4.02659973  3.74939364  3.72428226  4.15902302  3.91428516
  4.43828902  4.63810106  3.40656446  5.03252628  5.18751057  3.78970918
  4.90098581  4.27261277  4.50450067  4.58267946  4.08839727  5.31061519]"
7,"[18.78640154 18.49301038 18.77845614 18.83937085 18.80798163 18.70027735
 19.37063347 24.59389849 27.92439327 27.9760874 ]"
8,"[17.30689007 15.66405654 15.79275236 18.75981879 23.43514565 25.17332395
 31.04948483 31.10490642 29.83531039 29.64677887 30.83397818 31.13354909
 31.35474503 29.59694847 30.84800524 30.05709488 30.78581534 30.59296779
 27.05000719 24.81862571 24.38977044 26.36376028 24.94477116 29.14906348
 29.64599413 30.51704511 30.37167376 29.92192503 27.78510359 26.30009901
 27.96431644 31.49275953 29.70504511 27.4333481  28.13126788 28.52255418
 25.31163272 24.34317706 22.90054793 23.17736165 26.11745296 27.11072573
 29.6169591  29.58007676 29.69327415 30.04404874 31.0984324  31.01073875
 32.43139542 33.8825585  33.3883744  32.47779262 30.74069333 31.00701128
 33.82880445 36.15768871 34.52799942 34.71574622 33.86294023 33.74199363
 34.03244205 35.84075564 35.73991776 36.15160705 31.79517509 27.23853872
 23.9152046  23.40591444 23.27486443 21.03671464 20.30367817 18.85153418
 21.49872479 21.35198017 22.51289101 22.49327274 21.35492291 22.50975208
 20.85759988 20.79697944 22.48395407 22.47993232 22.48052087 21.86166269
 22.03518625 21.84930319 22.3908654  22.37124713 22.3964566  22.41715387
 22.54378977 25.8139584  28.34726498 28.56247735 26.49726257 25.76962112
 27.23177042 27.58872476 26.87560082 27.6323754  26.15865132 24.94182842
 25.36715241 22.9687214  21.8639188  20.54115727 21.34491759 20.87486396
 22.50916354 20.0623735  20.1969548  19.23448271 19.71532639 20.7488166
 21.66626477 20.92802945 19.85412562 20.60050252 22.86494078 25.98453921
 25.60276777 24.94692917 25.93461073 29.42676002 32.63552347 33.49549013
 34.25844446 34.1573123 ]"
9,[-29.90132616 -30.23267866 -32.35517877 -34.3699746 ]
10,[-15.76146153 -17.4886536  -17.22880968]
