,0
0,"[11.591996 10.116998 10.52787  10.555826 11.025336  8.860486  8.373808
  8.430938  8.17597   8.281588  7.511928  9.208428  8.512428  7.988166
  7.42545   7.02815  10.270814  9.413516 10.107312 10.334092 11.575292
  9.440834 11.519902  8.349274  8.712064  8.386104  8.084678  8.076732
  6.814304  8.09187   8.502916  8.773834  8.034218  8.691822  8.119884
  7.73024   7.79027   8.596876  8.468754  8.127714  8.350782  8.328046
  8.711658  8.596528  8.428038  8.708816  8.659748  8.734394  8.239132
  8.64519   8.44538   8.310472  8.566832  8.312386  7.932718  8.32068
  8.76786   8.572574  7.927092  8.769832  8.598036  8.275846  8.177304
  8.889138  8.71566   8.247716  9.00595   8.625586  8.235768  8.646988
  8.48743   8.56399   8.621468  8.386974  8.753708  8.408898  8.548736
  8.459532  8.897026  8.119246  7.98283   8.463302  8.678018  8.44103
  8.497986  8.672508  8.370792  8.454892  8.72233   7.967518  8.308732
  8.29487   8.470784  8.533018  8.240292  8.539804  8.729058  8.640434
  7.760168  8.44973   8.230548  8.63736   8.31836   8.322478  8.452282
  8.328046  8.387496  8.455936  8.090304  8.717574  8.301714  8.255546
  8.554014  8.468754  8.52571   8.272888  8.785376  8.019022  8.15886
  8.481978  8.159324  7.46634   7.595216  8.763916  8.475134  8.546532
  8.524202  8.459822  8.502162  8.460982  8.426008  8.19685   8.178522
  7.78186   8.448744  8.694374  8.039554  8.330308  8.966568  8.495028
  8.82122   8.817102  8.36041   8.026504  8.200272  7.623462  9.433294
 11.20299  10.683716  9.535838  9.657116 10.303874  9.540768  9.368218
  9.881344  9.994154  9.392172  8.649946  8.323174  8.063102  8.173418
  8.566542  8.360816  7.828028  8.146854  8.849814  8.044542  8.668042
  8.478904  8.426066  8.56312   8.15857   7.976856  8.3143    7.875066
  7.592606  8.504656  8.652324  6.053924  9.197176  8.300322 11.999214
  9.931978 11.36916  11.842498 12.138008 10.071468 10.54991  10.508498
 10.247208 10.773326  9.557356  9.156692  7.373192  9.912084 11.744478
 11.843368 11.032064 10.966524 10.595382 10.156322  9.411022  9.301808
 10.145882  9.47227  11.516828  8.157062  9.188186  9.610948 10.349288
  9.209298  8.23745   7.207602  7.208124  6.931464  8.093552  6.22369
  5.348412  5.652622  5.393246  5.583254  5.82784   5.831088  6.691924
  8.322942  7.817472  7.69602   8.299684  9.3206    9.131114  8.877712
  8.598384  9.328372  6.910526  8.368008  9.011634  9.67266  10.78452
  9.621098  9.67411   9.721032  9.296994  8.897664  7.314902  6.800674]"
1,"[10.548576 10.520852 11.154096 10.923372 11.26244  11.225204 11.109146
 11.263368 11.411384 10.635402 10.787362 11.162912 10.963914 10.851568
 10.963624 11.22706  11.185822 10.880858 10.99593  11.009444 11.22184
 10.57978  10.939438 11.106536 11.16529  11.264238 10.969424 10.46755
 11.29144  10.906436 10.894024 11.201482 10.96113  11.454014 10.855396
 11.087454 11.169698 11.048826 11.44572  10.951676 10.750996 11.240342
 11.21372  10.745196 10.825236 10.369008 11.065704 10.91067  11.12701
 11.285988 10.891936 11.150558 10.751924 11.117092 10.856846 10.89385
 11.297356 10.789392 11.044128 11.042272 10.767526 11.565374 11.063094
 11.183734 11.31029  11.097952 10.99361  11.427276 11.090818 11.054916
 11.114598 10.8431   11.225146 11.399262 11.172308 10.864502 11.523556
 11.01536  11.110132 11.209138 11.001092 11.157518 11.161172 11.187446
 10.864038 11.043084 11.029744 11.368696 11.71774  11.26244  10.99593
 11.419968 11.655854 10.467608 11.329952 10.709062 11.401176 11.03421
 10.735336 11.006312 11.127822 11.236572 11.63509  10.674668 10.02124
 10.170416  9.874384  9.102172  9.351456  9.484044 11.166798 10.361236
 11.014664 11.320904 10.898026 11.343582 11.549714 11.247186 11.219752
 11.02667  11.413936 11.036878 11.514508 11.858506  9.910576  7.668122
  8.208624  9.87015   5.919306]"
2,"[ 9.789994 11.099344 10.334962 10.140314 10.492258  9.807858 10.363904
  8.94099   8.139488  7.835568  8.255952  7.664584  8.335528  9.122066
 10.042352  9.447098 10.257706 10.415118 10.115432 10.130454 10.580418
  9.5961   10.081618  9.795388 10.411116  9.848922  7.994256  9.909996
  9.921828  9.750496  9.59436  10.521722  8.314996  9.70978   9.461134
 10.563772  8.780794  7.676648  6.631546  7.654318  8.927766  9.365492
  9.356734 10.039742 11.0345   10.52149  10.614174 10.412682  9.652128
  9.834132  9.898976 11.159954  9.168292  9.85507   8.147202 10.089796
  8.757246  9.658334  8.861646  6.478194  6.037394  7.569232 11.211168
 11.535794 11.394738 11.913084 11.638454 11.67395  11.783048 11.844934
 11.889826 12.019804 11.751902 11.757006 11.433714 10.809344 11.838786
 11.94771  11.68178  11.874224 11.855722 11.591532 11.528602 11.794184
 10.25498  10.891762 10.619568 10.170068 10.431706  9.60625  10.005116
 11.968416 11.592054 12.269784 12.223848 12.030418 11.788268 11.498674
 11.934718  9.96991  12.214278 11.814716 11.343814 11.060484 12.22437
 11.742912 12.19102  12.012438 11.50546  11.672326 11.916506 11.669542
 11.740128 11.764546 11.494382 11.9857   12.110574 11.97845  12.534728
 11.960354 10.79148  12.481716 12.539948 12.055068 11.828578 11.617864
 11.187272 10.37678  12.682512 11.541594 11.737228 12.064232 12.140502
 11.989412 11.851894 11.5623   11.450882 11.757064 12.068234 11.811642
 12.18435  12.156626 12.342806 12.523534 12.149028 11.876892 11.375424
 11.93118  11.997126 11.662814 11.61914  11.834146 11.567926 12.148854
 12.377316 12.644116 12.122174 12.159236 11.90334  11.107406 12.138762
 10.929056 10.87355  10.76538   9.797766  8.826788  9.209878  9.253784
 11.63828  10.228242  9.919624  9.695396  8.765656  8.654934  9.345482
  9.908662  9.51461  10.519982  9.940504  9.62104   9.685362 10.0688
  9.858898  8.745588  9.505678  8.399502  5.93949   5.026628]"
3,"[11.711418 10.86311  11.873122 12.423078 12.39953  12.082096 12.038074
 10.09084   9.232208  9.069982 11.252058 10.320578 10.34633  10.201388
 10.480658 10.362802 10.257126 10.160034 10.26948   9.38817   9.564084
 10.094726 12.461474 12.560248 12.26874  12.285386 10.509078  9.762212
  9.260802  9.78489  10.356596  9.114526 10.068336  7.109756  6.817262
  9.694874  9.910344  9.755078  8.197372  9.530038  7.747466  8.082648
  5.876792  5.75099   7.857898  5.39835 ]"
4,[10.078312  7.895076  8.425486  9.391476  8.710324  9.499762  5.975624]
5,"[12.36937  13.120818 12.506018 11.78763  12.242756 11.5797   13.053074
 12.40997  12.827106 12.34037  12.030244 10.165776  9.566288  9.704734
  8.607432  7.32366   7.790966  7.285148  7.126924  7.882838  7.7633
  7.830174  7.708142  8.031376  7.365768  8.551172 10.186192  8.464636
  8.409826  7.409906  7.69428   8.390454  7.25087   7.771188  7.29263
  8.225502 10.613942  9.394434 10.094088  8.913382  8.834386 11.50256
 11.70266  11.090296 10.926098 10.395862 12.637504 11.628942 11.363882
 11.317656 12.154828 12.339384 12.134644 11.349846 11.604988 13.672514
 12.394542 13.17586  10.636794 11.402568 12.079602 11.192028 12.248498
 10.994654 12.60978  10.657906 11.296312 12.506598 11.634452 10.77756
 12.56077  10.973832 11.158794 12.937074 11.1563   10.896344 12.744514
 11.087918 11.78299  12.797004 13.35015  12.582868 12.89079  13.358734
  8.781722  6.032058  6.6613    5.995982  7.063762  7.328126  7.71835
  7.688306  7.645328  8.71218   8.98507  11.72151  11.649242 11.75138
 11.864886 12.090564 11.610672 12.354116 11.62204  11.739374 10.953648
 12.438854  9.843702 10.18886  11.218418 12.185684 11.70353  11.720698
 11.885128 11.345322 12.548184 11.525412 11.326008 12.453238 12.26642
 11.364404 12.20204  11.47588  11.648546 11.966154 11.345844 11.91523
 11.923234 11.820574 12.168806 12.38909  11.665308 12.725026 11.097372
 11.989354 11.91668  10.494172 10.035682 12.487516 10.768802 11.312146
 11.40106  12.044686 12.079428 13.478504 12.865038 12.76174  13.208514
 12.07531  12.457762 11.037806 11.69454  12.208478 11.974622 12.343966
 12.238348 12.016092 11.629638 11.401466 12.49813  12.301742 11.61537
 11.705502 12.296174 11.963544 12.107094 12.027692 10.830688 11.048768
 10.72101  10.485646 10.562032 10.925808 11.34074  10.749894 11.558762
 11.75718  12.048282 12.327262 11.60986  11.96946  11.184952 12.137718
 13.049014 12.354754 11.90508  11.377338 12.113358 11.150152 11.511376
 12.531886 12.362758 11.825794 11.130374 12.048282 11.94742  11.12614
 12.276164 12.18     11.116106 11.974564  8.647452  7.152734  8.401474
  9.568608  9.958194  9.826534  9.618894  9.663496  9.994908 10.754476
  9.266312 10.024488  9.122878  9.716508  9.387532  9.12079   9.230874
  8.066524  7.45735   9.219912  8.911236 10.719096 10.46784   9.347106
 10.365528 11.009212 10.780344 10.345112  9.666802 10.362164 10.611854
 10.520388 10.386698 10.355436 10.998018 10.489706 10.435244 10.031912
  8.520374  8.628544  7.648692  6.378434  6.592918  7.40283   8.41609
  8.4332    8.484414  8.517764  8.17829   8.910714 10.572356 10.618698
  9.786862  9.96904   9.134014  9.56449   9.463338  9.30726   9.563504
  8.707598 10.075238  9.81737  10.725882 11.001092 11.244924 11.168306
 11.451984 10.749894 10.30747  11.370378 11.801492 11.036066  9.85826
  9.95251   6.586016]"
6,"[ 8.541486  9.26985  10.089854  9.496572  8.868664  7.67688   6.84835
  9.019464  9.90901  10.268842  9.022654  7.811498  8.745124  9.12746
  9.589894 10.012018  9.596854  9.140568  8.990116  5.433614]"
7,"[10.20655  10.602226 10.404098 10.405838 10.534946  9.666048  9.179602
  9.936792  9.432076 10.059114 10.032666 10.05343  10.125408  9.983888
 10.040844  9.444372  9.27478   9.711694  8.39695   8.021458  9.750148
  8.83717   9.21533   9.015172  6.483124  7.340886  9.785238  8.627442
  7.20157   6.829326  6.370662  5.596246  5.608426  7.131622  6.462998
  9.06192  10.058012 10.109284  9.254364 11.063442 10.8141    9.75241
 10.546372 10.65228   9.908604  9.552252  9.748118  6.00764   5.031094
  6.522274  7.217636  7.950756  7.69631   7.364376  8.610448  7.456422
  6.0813  ]"
8,"[9.841846 9.125662 8.183626 7.6647   8.382044 9.744812 8.801674 7.50868
 9.371408 9.37222  6.636128 7.310378 9.529864 8.69072  9.094168 7.340944
 6.354596 8.006204 7.655826 9.11586  8.57733  9.308478 8.77395  6.392296]"
9,"[ 8.619148  9.646154  9.653462  8.754114  9.399306  9.129084  7.236022
  5.867222  6.758218  8.272424  9.087904  9.196886 10.789044  9.145556
  7.588894  9.078682  9.597434  8.977704  7.202556  7.533852  7.296864
  9.611238 10.526362 10.310138 10.778604 10.84107  10.08446  11.622562
  9.501386  6.835126]"
