,0
0,"[-45.90686161 -47.34511011 -48.43727149 -46.06549023  48.32361776
  45.78738386  44.18187709  43.52161096  41.39332404  42.72395691
  44.49215215  46.48746404  47.6686471   45.12515644  45.1729137
  46.44696354  48.04315421 -47.36654694 -44.94142955 -44.48287164
 -44.1993877  -42.34051251 -40.50474124 -38.00139806 -35.42760557
 -33.24371626 -33.12241087 -34.76724137 -37.17716862 -36.46022139
 -35.78142113 -34.76900653 -34.90806154 -35.77857727 -35.32728591
 -36.1231748  -35.55283353 -38.48181448 -41.82339067 -45.37349053
 -44.85602546 -46.11641496 -44.48511731 -41.39429123 -37.9380486
 -34.70879512 -30.66041154 -28.73413684 -28.40209152 -25.33189815
 -24.42333351 -24.13247515 -24.52963508 -23.74718099 -24.54424665
 -25.35209937]"
1,"[-33.02140476 -34.16385247 -32.70524584 -34.21788583 -33.38581126
 -34.66388173 -33.2619562  -33.5088818  -33.31442053 -31.00471488
 -33.11289864 -34.2322032  -33.1893887  -33.27774453 -34.81745023
 -32.83233702 -32.90431613 -33.51045083 -33.99881045 -33.83955422
 -32.34240837 -33.73374297 -33.54320427 -33.04052728 -32.06920156
 -34.21415939 -33.92124168 -33.45857488 -33.93634357 -33.35541136
 -31.42413538 -33.19448804 -34.52865122 -33.6170466  -32.77967655
 -29.24711057 -29.61043836 -27.59659234]"
2,"[-45.00562237 -42.73778031 -42.895595   -42.86268466 -45.01848839
 -46.88058989 -47.6659565  -48.90308321  47.32591279  45.20449036
  45.40718903  46.04686168  46.14855423  46.1431607   45.37168979
  45.99223993  48.17975761  46.51129364  46.52835681  44.13235468
  44.9021585   45.03836964  46.20150889  46.14561231  47.75111908
  48.87562104  47.77622351]"
3,"[-43.4008805  -42.82233125 -44.42469997 -45.79381322 -45.32364451
 -44.84772923 -45.29096952 -44.22805186 -46.18895303 -44.92946572
 -44.87920783 -45.47949791 -45.34692494 -43.52563775 -42.69439672
 -43.15740675 -41.67520588 -40.99477776 -42.51193851 -43.71202834
 -43.81470154 -42.02104883]"
4,"[-48.90595747 -48.39105384 -48.0315888  -46.78202558 -48.35331678
  47.73797848  44.10823089  42.72915431  43.39285269  43.74313794
  42.38485097  42.89390214  43.98192422  46.16444063  45.50682223
  44.11823343  44.8139988   44.18746675  45.98243351  46.24171521
  42.26570299  42.23863728  40.66578588  39.78889598  38.11503847
  37.85281485  39.86754345  40.95301587  44.19423317  46.08647961
  45.69334031  45.5162364   44.51294176  43.1989798   43.73676377
  43.76735979  43.26938988  42.55106976  43.36137409  44.43468654
  45.25165924  44.67092316  44.81527363  45.43896182  45.35590146
  45.25567987  43.19692045  44.30553602  45.03817351  44.40369826
  45.68618162  45.67000103  42.92175236  40.02709387  36.97200238
  33.1462245   30.78915384  32.46595327  31.40715431  30.56517526
  30.85191492  32.32189699  31.46716959  30.11780646  32.38014711
  32.0546721   35.70050221  36.35802255  36.54807093  36.25152485
  37.25521174  37.29649676  36.99083071  36.20837661  36.12364915
  37.36190557  37.0817362   36.78028691  37.02142673  36.90875099
  35.96586389  38.83620246  37.86772061  38.94171952  39.54657939
  37.61265568  39.71730913  41.29614244  41.34380163  41.61073233
  40.37845783  41.07304643  40.08583432  39.7997811   39.65945126
  38.38010596  40.02356356  40.19684297  41.52325908  41.31516689
  44.18138677  45.75453236  46.12462657  46.8259816   47.68904445
 -48.42106932  48.5551473   48.65693792  48.46129987  48.43913737
  48.69390811 -49.03668448  48.78608844  48.48052045  48.62241932
  48.89209582  48.42403549  48.96848782  48.62624383  48.44266768
  47.96431061  48.50307522 -48.58254867  48.88787906  48.88689842
 -49.13664463  48.95544528  48.5129797   48.88101457  48.64840633
 -48.22975101 -47.50967161 -47.55125082 -48.27491643  48.30008236
  47.02799381 -46.06651009 -43.85853622 -42.72059947 -41.75119582
 -40.53703377 -39.53944648 -39.72129669]"
5,"[-48.74062224  48.96613428 -48.07429575  47.37239521  43.31901036
  39.40164053  36.32732846  34.54667906  32.84114683  32.03133282
  35.86897648  35.55713238  34.83361486  31.68487207  31.72851063
  32.95392064  32.58157094  35.32815252  35.848383    35.04376639
  33.58800363  33.88484391  35.66980813  34.48950764  34.60894982
  32.99128309  34.4543026   39.90010076  45.52604281  46.47177377
  46.45696608  43.76206433  44.19619446  42.72964463  42.51243247
  40.33579991  39.63042426  38.20143302  38.75049437  38.00118596
  36.73341223  38.13465131  37.38759838  35.94370138  34.67494701
  32.84222553  34.89255143  37.82329754  39.51961174  39.32966142
  39.16305038  38.38059628  38.35598217  37.80044858  37.42290149]"
6,[-38.51996144]
7,"[-38.98154954 -40.62522289 -40.07558296 -40.27630073 -40.04837996
 -40.89071205 -41.43966553 -39.81485973 -41.67681414 -39.77361393
 -41.4237399  -38.54947876 -37.0816541  -37.9314783  -37.49734817
 -38.37561097 -37.72005192 -36.43080214 -37.79968004 -38.83376682]"
8,"[-47.94978366 -48.5116718   48.81354641  48.7232293   48.02942522
  46.56581732  47.70895148  47.69532056  48.75755177  48.62300771
  48.89621452  48.33616998 -47.3024718  -44.32141877 -43.70612487
 -41.36544075 -39.01312621 -42.5152923  -45.46260145 -45.92011008
 -45.19855384 -45.87688339 -45.75797076 -46.17707746 -47.06176347
 -46.4112155  -44.90639122 -44.73453375 -43.27368145 -43.13779391
 -44.22995431 -45.66005368 -46.82595834 -46.05573284 -44.06701087
 -45.09110491 -43.78721415 -44.95476628 -43.31428983 -45.05962631
 -44.86848942 -45.00166057 -46.38287495 -46.35050396 -43.67482279
 -42.31251519 -43.29105842 -46.18708001 -43.999072   -43.877443
 -43.87813925 -45.08854544 -45.97215274 -46.84508085 -46.33853033
 -47.21991157 -47.03434472 -46.10117578 -46.85240625 -47.4752707
  47.57509387  46.10540599  42.38377227  40.18438882  41.49638949
  43.13376712  42.15253693  40.58351003  39.55079615  38.04335356
  37.66816     40.61077188  44.69936177  47.15763465]"
9,"[-47.79390083 -47.63367377  46.262799    42.75818131  40.12898256
  42.1090945   40.69589159  41.43460906  43.1267065   43.91043543
  45.58497939  44.52823977  42.29159194  43.2386958   44.3628055
  46.00400763  46.93748057  47.32787407  47.21666929  47.15606563
  44.25258136  44.54961777  48.08767535  47.16194948 -48.6038433
  48.93544019  48.72401382 -48.8607136   47.54067335  46.94238378
  47.3360134   48.78000846  48.68439589  48.81844962  48.10542496
  48.97858843  47.95783837 -47.18857026 -41.63056707]"
