,0
0,"[-37.82252899 -36.02834674 -33.38767448 -29.50168518 -25.70012915
 -22.28926081 -24.53532281 -26.46895232 -25.81672746 -25.93518899
 -25.89213881 -25.4943905  -24.63044506 -23.22616599 -21.38138262
 -23.71119143 -26.48444647 -28.22322246 -29.20974812 -29.83353437
 -30.30747856 -29.66878655 -31.41187736 -32.3612367  -31.50454801
 -30.35337259 -30.40760208 -30.92234097 -33.75688612 -35.84732026
 -36.53259276 -35.36827674 -35.10722989 -35.63305003 -34.98308063
 -34.87648487 -36.29380648 -35.23471332 -35.60647463 -35.02358114
 -35.88938979 -35.72385746 -35.56420897 -35.78436306 -35.70542139
 -35.71973876 -35.46840027 -34.40567874 -35.85732281 -35.25413003
 -36.23653699 -35.50350724 -35.27864608 -35.68865242 -34.97611808
 -36.70459733 -35.4631048 ]"
1,"[-47.10895195 -47.16221061 -47.1185034  -47.15698379 -47.60098898
 -47.19218883 -46.97886001 -46.76874769 -47.17585133 -46.94872488
 -46.88113905 -47.00031645 -46.77317039 -47.08559306 -47.197651
 -47.04413153 -47.05966489 -47.2604513  -46.58119995 -47.41053853
 -47.10525493 -46.53313869 -46.83217561 -47.32870397 -46.83402902
 -47.6376944  -47.17135019 -46.99272628 -46.93482919 -47.3285961
 -47.02733313 -47.31986839 -47.15060961 -47.6164537  -47.5044644
 -47.34222702 -47.53431514 -46.98089974 -47.18063687 -47.1397441
 -47.37123441 -46.91828576 -46.89982028 -47.38881732 -47.17378218
 -47.12122959 -46.89141618 -47.37820677 -46.94963688 -46.85317115
 -46.87059715 -47.05338879 -47.01896826 -47.3938284  -46.99329506
 -47.09519355 -46.86335021 -46.87587301 -47.25001727 -47.21582229
 -47.85094477 -46.73215014 -46.51865461 -46.6595042  -47.31966246
 -47.17774397 -47.65764065 -46.70897758 -47.41788354 -46.79566631
 -47.00758301 -47.65372789 -47.22287311 -47.160367   -46.75285149
 -47.08189604 -46.86808671 -47.13919494 -47.28896837 -47.19405205
 -46.86494866 -47.05792916 -46.99287338 -46.96355219 -46.73427813
 -47.10266604 -46.68440269 -46.9088716  -47.15431644 -47.10662783
 -46.86353653 -46.7962645  -47.47973262 -46.81968223 -47.01736001
 -47.1721249  -46.74714415 -47.03903219 -47.27590622 -47.06174385
 -46.76101043 -46.80513931 -47.20218157 -46.93034766 -46.6344586
 -47.35123912 -46.78300623 -47.18150964 -47.06743158 -46.87247998
 -46.91527519 -47.40599816 -47.22868831 -47.44451777 -47.3932302
 -46.68312786 -47.2929988  -47.39655458 -46.87836384 -47.14443157
 -46.92468935 -47.63547815 -47.44179159 -46.94720489 -46.63203642
 -47.00841655 -47.330273   -46.92897476 -47.11049156 -47.00506276
 -46.91633429 -46.84445324 -46.7528613  -47.43886927 -46.74633022
 -46.62193581 -47.12164146 -47.11770908 -46.80058913 -46.82693898
 -46.88104099 -47.12969252 -47.23590584 -47.07910121 -46.86553704
 -47.37543156 -47.10194036 -47.19929848 -47.29549944 -46.91394152
 -47.26512896 -47.65861149 -47.19116896 -46.93140675 -47.13951856
 -46.89977125 -47.02834319 -46.83320528 -46.77876985 -46.96920069
 -46.94738141 -46.86236957 -46.83776526 -46.80368796 -47.01083874
 -46.98981378 -46.96329722 -47.00274844 -46.9444689  -46.62597605
 -47.03841438 -46.72352049 -46.7892333  -46.74560455 -47.40510578
 -46.89915344 -46.53885583 -47.7304435  -47.11976843 -46.96101233
 -47.697592   -47.10819686 -46.80233468 -46.75815676 -46.77641631
 -47.09086892 -47.3319597  -46.85582869 -46.98075265 -47.05770361
 -47.4612181  -47.02171405 -46.83977558 -47.28629121 -46.76267752
 -47.37692213 -47.21172321 -47.24323123 -47.37836367 -47.17771455
 -46.76304036 -47.09877289 -46.69576833 -46.73331711 -47.55965493
 -47.64988378 -47.15745449 -47.43605483 -47.53912029 -46.97391757
 -46.81598521 -46.79089059 -46.96009052 -46.7282668  -47.40466449
 -46.83922642 -47.11565954 -47.01229009 -46.67643007 -47.21053663
 -47.41104847 -46.73549413 -47.2257562  -47.170752   -46.81430831
 -47.27559241 -46.98151755 -46.86236957 -47.12905511 -47.58209201
 -47.36716474 -47.12771163 -46.80839504 -47.0179582  -47.27446467
 -46.77975049 -46.58347504 -47.01079951 -47.30121658 -47.74700654
 -46.87282321 -47.30191284 -47.50223835 -47.11731682 -46.88109002
 -47.00317992 -47.06628422 -46.75786257 -47.05721329 -47.28994901
 -47.15682688 -46.89825125 -46.73011041 -46.76118695 -47.00973061
 -47.02525417 -47.28567341 -46.94675379 -46.69769039 -47.03771813
 -47.30852236 -46.9230811  -46.62367154 -47.0303339  -47.48240977
 -47.33458782 -47.56898083 -46.62554457 -46.88795451 -47.40740048
 -46.99146125 -46.77382742 -46.69344421 -47.62496567 -47.21891132
 -46.5175661  -46.60691238 -47.19072767 -47.11450238 -47.02546011
 -47.45542251 -46.73665129 -47.13972449 -47.28747779 -47.07544342
 -46.95613854 -46.78340829 -47.28128994 -47.39851586 -46.96086523
 -46.83108709 -47.623632   -47.199171   -46.89300482 -47.32774294
 -46.74414339 -46.78994917 -46.96844559 -47.02077264 -46.58562264
 -47.18844277 -47.1825197  -47.04341566 -46.75903934 -47.02324386
 -47.03744355 -47.20252479 -46.65693491 -47.1351547  -47.04717152
 -46.97065204 -46.85498533 -47.16730994 -46.99118668 -46.84734613
 -47.48189984 -47.82387905 -47.31313138 -47.12087655 -47.38883693
 -47.01107409 -47.12989846 -47.43941843 -47.84378608 -47.05514413
 -46.82246725 -47.15815075 -47.01308441 -47.0323246  -47.23974995
 -47.14226435 -47.22053918 -46.77604367 -46.98960784 -47.28776218
 -47.20158338 -46.83927545 -46.77436677 -46.33426453 -47.50964219
 -46.49778656 -46.97887962 -47.51951726 -46.92811179 -47.0641072
 -47.14556912 -46.85494611 -46.98291986 -47.01942916 -47.23993628
 -47.32774294 -47.50851445 -46.81986855 -46.67415499 -46.63423306
 -47.18712872 -47.79544044 -46.99269686 -46.95806059 -46.62415206
 -46.9643269  -47.21440036 -47.34943474 -46.81680895 -46.76108888
 -47.44224268 -46.93625112 -47.67439982 -46.87499043 -47.25712693
 -46.77969166 -47.10057727 -47.14577505 -47.04395501 -46.91600087
 -47.28146646 -47.50462131 -46.88344356 -46.84766975 -47.08881937
 -46.47955642 -47.08936853 -47.1794601  -47.56891218 -47.2315714
 -46.72745287 -46.80793414 -47.07843438 -47.19781771 -46.67260557
 -47.40856744 -47.5473969  -47.00041451 -47.31894659 -46.8749414
 -46.82932194 -47.54979948 -46.98987262 -47.06999105 -46.90441949]"
2,"[-48.25650292 -48.36424407  46.86412856  45.86926745  45.90888538
  46.14119942  48.83002119 -48.80928972  48.72097383 -46.40090895
  48.4628689  -48.1934045  -48.88763418 -47.38209992 -45.66831068
 -45.58577006 -44.95391312 -44.36570456 -44.38967144 -44.72289353
 -45.54588736 -44.8728925  -47.65829768 -48.80939269  48.01069496
 -48.82096034 -49.05294055 -47.9738388  -47.56464639 -48.36021069]"
3,"[-33.80925239 -33.77551831 -33.71677787 -34.36468791 -34.12374422
 -34.15590927 -33.91486751 -34.19297753 -34.28643269 -33.81091948
 -34.62838249 -34.20631426 -32.6883788  -31.46414557 -32.62296999
 -33.97478473 -33.71324756 -33.26940907 -33.44631686 -31.65027138
 -32.75457212 -34.28143142 -33.99067112 -34.15365379 -31.85375456
 -34.04578319 -33.66195999 -33.24410852 -32.55059863 -32.50548911
 -33.19233063 -31.24840437 -32.16922703 -30.49223147 -30.72081908
 -31.044627   -30.50645078 -32.43527515 -35.69434014 -34.67643394
 -31.07571335 -32.20894302 -32.3702586  -31.54495045 -34.01636394
 -32.61718421 -34.45078826 -35.17744384 -35.55577545 -34.76626073
 -32.45626089 -32.70965873 -34.98366902 -34.46079081 -35.59333403
 -38.98409921 -39.59114591 -39.33436485 -38.91329687 -38.69598665
 -38.7924818  -38.92565296 -39.35988115 -38.46318228 -38.46926226
 -39.12442906 -38.5296698  -38.92300523 -38.77286897 -38.0338573
 -38.89211501 -39.87261953 -38.81582108 -39.05019447 -40.1705287
 -38.97350828 -38.94036259 -39.67846226 -39.67110744 -38.13084278
 -39.5399368  -39.5772306  -39.72744532 -38.84749581 -38.01365608
 -38.22645535 -38.28313645 -38.31736085 -38.14251241 -39.02754164
 -39.51703881 -38.88485826 -39.40162708 -38.31284989 -41.04821293
 -41.34610249 -39.73562387 -39.68136496 -39.06676732 -38.90094079
 -39.08275178 -39.24377316 -39.29243261 -39.18787658 -38.98488373
 -38.21331475 -39.62574295 -40.43290923 -38.61223984 -38.79591405
 -39.2146481  -38.84563259 -39.23524158 -38.91594461 -39.92155356
 -41.42584828 -39.16600827 -37.86812883 -39.67551053 -40.65997684
 -40.68136464 -37.96727172 -38.23194695 -41.05615613 -39.24965701
 -38.84494614 -39.72214004 -39.1544367  -37.67023532 -37.37594471
 -39.65385796 -39.02538423 -38.16820523 -38.82513718 -38.91398332
 -38.84455388 -38.83886616 -38.44111784 -38.19850706 -38.91476784
 -39.8265784  -38.13574598 -38.80787788 -39.60181529 -39.1464935
 -39.01802942 -41.79472651 -41.04644777 -37.82478447 -40.19302463
 -39.61791743 -36.7950125  -35.08908801 -32.67572852 -32.05576677]"
4,"[-42.82003655 -44.72060863 -43.37568781 -43.02231354 -44.47605618
 -45.59952847 -44.42628861 -41.93743931 -42.17688262 -43.18151093
 -45.59052617 -44.37657007 -43.97240835 -44.84780768 -45.58791767]"
5,[-48.93088931]
6,"[-47.69665059 -49.08972808  48.14494483  47.74180298  48.37667049
  48.38471175  46.17552188  45.79238513  45.71540475  46.04803845
  46.41930944  44.45645679  40.17605336  37.15126371  38.57358658
  42.79623021  46.53178905 -47.94066369 -47.81502386 -48.30535947
  46.75027605  46.75880763  45.31138032  43.96907781  43.68753555
  43.39187205  45.75227688  46.72772129  46.22543655  45.02071809
  44.8596967   46.05519713  45.25224762  45.95036652  46.32869813
  47.35797978  47.88497668  46.86138276  48.34166157  46.79195332
  46.87354272  46.37115992  46.33183619  44.03242728  44.72299524
  44.79065952]"
7,[-37.37153182 -37.09518696 -36.31498834 -35.83761191]
8,"[-23.31079538 -23.8634851  -25.55391545 -27.1195101  -29.97376615
 -31.86591452 -33.61184919 -32.27297893 -32.63679704 -35.4814428
 -37.54932218 -40.54623219 -41.80749446 -39.79393283 -39.73195627
 -39.19444688 -39.51480295 -40.22307149 -40.15148464 -38.19978189
 -36.35519465 -34.68937841 -31.64958493 -27.62159871 -29.14237802
 -32.38938112 -30.89860944 -30.22755625 -29.11031104 -31.40677802
 -32.06223901 -32.64042542 -37.18619052 -40.60713005 -43.12140739]"
9,"[-31.77334193 -33.24557948 -31.53377114 -33.31687214 -32.71260066
 -32.30220206 -31.5574046  -30.91930098 -31.33999632 -31.8218837
 -32.81831384 -32.80654614 -31.24075536 -32.02222882 -33.23851886
 -31.9771193  -31.41217155 -31.43031343 -33.12692182 -33.65038842
 -31.73950979 -32.9947313  -32.94197277 -31.58858901 -32.26474154
 -32.64493637 -33.05533497 -31.45443721 -32.12676524 -32.15294838
 -32.41781973 -35.05809973 -35.60569012 -33.17556165 -37.11538818
 -41.36747068 -40.86990283 -39.94766805 -41.29620744 -39.63992304
 -41.65088597 -40.43568444 -38.86897186]"
