,0
0,"[-39.61187697 -37.73176052 -38.35591563 -39.16811181 -39.31827982
 -38.50236598 -37.68026258 -38.32854815 -39.60663889 -40.62941753
 -39.58794268 -36.58056072 -35.83928457 -37.87546432 -38.50285644
 -41.95084502 -43.94408038 -44.49118475 -43.95057402 -43.69261345
 -48.45109528  48.62421341 -48.51792392  48.64971716 -48.16808709
  48.34563405 -47.99664503  48.51287976 -49.05545222 -48.71544748
 -48.65427773 -48.30052607 -48.73934645  48.79096867 -47.98689475
  48.56172924 -48.31805107  48.81029266  47.7829822  -48.14765761
 -48.94628678 -48.00342314 -48.88076766  48.54014915  47.19090296
  49.05365724  48.74702375  48.13493388  48.79999307  49.04580993
 -48.9039741  -48.72122996 -48.45699351 -48.456146    48.65589691
 -47.92568577  47.99181863 -48.71874629  48.54152242 -48.28816264
  48.16691165 -47.93358212 -48.76737114 -48.15739513  48.88150696
 -47.53578256  49.00559249 -47.76045093  47.90245744  48.47472223
 -48.39146556 -48.90604481 -48.06478908  48.68807086 -48.123483
 -49.1202641  -48.23674219 -48.86706037 -48.47095779 -48.50384585
 -48.83999109 -48.10391378 -48.82898132 -48.59671676  48.28197278
 -47.84607485  48.79008584 -48.60422957  48.62303632  48.83609068
 -48.81665615 -48.28149832  48.70631585 -48.28215847 -48.68204248
 -48.44410627 -48.24564986 -48.37849691  48.5078771   48.6842453
 -48.78200342 -48.51832903  49.03501988 -48.50891521  48.59468792
  48.23361375 -48.27640542  47.98711025 -48.61426824 -48.30108225
  48.82981283 -48.29178025  48.63372827 -48.17654747  47.5590397
 -47.54950553 -48.34070722 -48.03706847 -48.49406615 -47.99739053
 -48.72544789  48.93163163 -48.34751084 -48.36769509 -48.82161466
 -48.15633771 -48.97410253 -48.3233019  -48.18980353 -48.48341735
 -48.13491555  48.44352919 -47.97595757 -48.99725523 -48.57472959
 -48.70782578  48.74859321 -47.5517224   48.6209764  -48.46241109
 -48.07970877 -48.92782206 -49.00928348  48.99313489 -48.56445942
 -48.2264632   48.37466908 -47.51751795 -47.94395037 -47.89510089
 -48.42354142 -47.37133245 -48.20443287  48.07833518 -47.86873394
  48.65295417 -47.85161701 -49.04112471 -48.48108278 -48.96476326
 -48.59762018 -48.36279347 -48.56758363 -48.40492075 -48.50357904
 -48.34976203 -48.95156311 -47.85147968 -48.9911098  -47.9019869
  48.60253523  46.85847145  46.58636612  45.18169833  42.83466717
  42.42543016  42.12262224  44.23364566  42.30477783  42.68341035
  43.34905809  43.55867925  41.78587472  42.60954758  41.73898706
  42.87439416  42.25171043  41.04430429  43.10039658  42.0732823
  42.40492908  41.55212309  43.87325813  45.6638172   44.19313395
  44.11819217  44.78325136  43.6247928   44.30280005  43.87060967
  42.36363263  40.78789357  39.50417239  40.39101606  39.32819655
  40.64723061  43.51041832  40.99133498  41.06088173  43.75388099
  44.3044676   43.22654202  43.59526732  41.63334271  40.8056481
  42.94982639  42.67615159  39.92782882  39.28660583  40.38846569
  41.99892908  44.20392399  44.36459758  44.47553887  44.27533448
  44.30701798  44.12594139  44.54577226  43.42449032  44.73381334
  45.5609194   43.23517406  43.46598295  47.11331272 -48.8236942
  47.05082854 -47.7567725   48.23351566 -48.05050698 -48.75049551
 -48.3940689  -48.47905033 -48.87729424 -48.25429073  48.81539341
 -48.67240697  48.81019457 -48.11648222  48.77527405  47.66998099
 -47.19756366  48.36544849  49.07131367  48.38536103  47.9979003
 -48.66852942 -48.72857602  48.6254886  -48.09394378  48.66305758
 -48.29204804 -48.94198841 -48.91421974 -48.89831619 -48.79601185
 -48.62366735 -48.96838087  48.79597132 -49.02486166  48.92770797
 -48.29614139 -48.90146885 -47.99448702  48.09785536 -48.48279545
  48.7306425  -47.93884962  48.82883192 -48.75034052  48.88847144
 -47.86570292 -49.13645172 -48.35447238  47.5251001   48.49983361
  47.81358669  47.53412451 -48.10405111  48.57928758 -47.64588026
 -48.81047149 -48.11560431 -49.02187448 -48.19453643 -48.88180546
 -48.51258971 -48.80462721 -48.3675097  -48.29546947 -48.88557413
  48.46177418 -47.99372191 -48.79428838  48.95075944 -48.10011176
 -48.30160214 -48.99282728 -48.63765909 -48.10392457 -48.33422829
 -48.42993109 -49.04989525 -48.63812012 -48.35787222  48.94448159
 -47.91824063 -48.01270258  48.83883723 -48.94999365  47.4550629
 -49.0739027  -48.95649612  48.40743158  47.9774973   48.46550165
 -47.98194114  48.52994765 -47.73706596  48.38016219 -48.45608813
  48.88533252 -48.56209346  48.81637432 -48.80362962 -48.47323155
 -48.72475733 -48.44171873 -48.34819944  48.59135282  48.77409696
 -47.97263228  48.06244439 -48.32415235  48.23606604 -47.9905928
 -48.95609983 -48.57472566  49.00166883 -48.78641753 -48.11054476
  48.97135861 -48.73772402 -48.38531327 -47.95486794 -47.95544667
 -48.84284064  48.34259322  48.70092083 -47.25105286 -47.33590186
  48.82206362  46.13357656  41.67552198  41.89858165  42.1569542
  43.80508466  42.279176    41.80225597  42.69576986  45.62291311
  43.67717357  42.50429559  42.97415304  47.64447725 -48.54136578
 -46.07116135 -46.68537    -48.98275311  48.61146154 -48.56806232
 -47.05372254 -46.77790935 -45.25165737 -44.33483698 -42.43597529
 -44.94720151 -48.42495492 -48.42230449 -48.845906   -48.52346608
 -47.65668992 -49.05238284]"
1,"[-4.23553456 -4.67125623 -3.71270779 -0.51708858  5.5355386   7.41408558
  8.40392515  6.87340619  4.65811169  3.94744003]"
2,"[ -7.94917407  -8.92331902  -9.33775488  -8.45208829  -8.45405012
  -8.61796073  -7.86432507  -7.88296242 -10.13062706 -11.69616462
 -12.59213079 -12.98420182 -12.54465459 -12.81548474 -12.84981671
  -9.57091796  -8.73086384  -9.0423038   -8.18321997 -10.31876623
 -12.54200613 -11.97268407 -10.96970026  -7.93985539  -8.8432765
  -9.72011486  -8.37361523  -9.34677928  -8.52899189  -9.65007766
  -7.98664495  -9.59622552  -8.58147075  -8.88947752  -7.97762055
 -11.02786842 -10.46031201  -7.88453188  -8.91645263  -7.85637967
  -9.64017043  -7.97457972 -10.1539728   -8.48906872  -9.47439609
  -9.36061015  -8.57941083  -7.84686481  -8.8568131   -9.7275698
  -8.66308274  -8.29062997  -9.61407814  -8.50240914  -9.82105084
  -7.89973604  -9.76925862  -8.35860726  -8.67034149  -8.59804819
  -8.71791579  -8.73890733  -8.09248549  -8.90330839  -9.29057295
  -8.34771912 -10.2603038   -9.15226418  -8.26865751 -10.11159734
  -8.86524896  -8.60481649 -10.23666379  -8.24756788  -8.56244104
  -8.79226901  -8.72703828  -7.67755918  -7.30579306  -9.09282083
 -10.95871404  -9.73698657  -7.50511463 -10.04783798  -9.4607614
  -7.36592304  -9.32000035  -9.61702088  -7.82587327  -9.48871743
  -7.8538293  -10.03999068  -8.06286191  -9.85096869  -8.1218148
  -9.96259662  -9.24623567  -8.66416174  -8.74028061  -9.00130163
  -8.98511656 -10.5700762   -8.1580105   -9.61947316  -8.04765776
  -9.05750796  -8.18645698  -9.94327263  -9.06663045  -8.38352246
  -8.99953598  -9.31558624  -7.6807962   -9.2096476   -7.9883125
  -9.23426853  -8.28376358  -9.6315384   -8.28307694  -8.94715522
  -7.90748525  -6.62386216  -8.78187133  -7.54994237  -9.24662803
  -6.89645796  -7.89728375  -7.30785298  -6.9977863   -5.31375441
  -7.42840722  -5.70827773  -5.03860824  -5.85659181  -7.24478025
  -5.42783463  -7.0712567   -8.2043096   -8.33065123  -6.7771789
  -6.48790758  -6.27436277  -5.22939587  -8.14368916 -11.64447049
 -13.30741274 -14.85745187 -11.19648741  -9.83811873  -8.65523543
  -6.72989888  -7.30147704  -7.48343645  -7.90385587  -9.17639464
  -8.5311499   -9.4901888   -8.63336106  -7.58280296  -7.96320113
  -9.15098899  -9.89373651]"
3,"[27.30151335 25.86045369 23.12870835 22.4665919  22.42558973 25.98022319
 29.3919376  29.82461844 28.28478081 29.97813136 30.56932779 30.42395644
 29.20526981 27.28101227 28.46742685 26.01887118 24.68237686 25.73734907
 28.46320893 31.55485134 33.65586945 36.38898806 35.11674356 34.84257831
 34.75763122 32.99914802 34.20184577 34.68690737 34.27580663 34.36595255
 33.8531311  34.6176549  34.78019222 33.40799267 34.95646234 34.0657931
 35.51479816 36.25077738 34.20684842 34.61451597 36.80852466 36.64853771
 33.61310163 36.21654351 34.20900643 34.1528001  34.38311854 34.14985736
 33.79388394 33.86764862 31.60016953 31.05007337 31.53964718 29.23665903
 30.81641984 31.78507168 32.0132321  32.90802118 32.56548627 31.74357905
 32.25267303 32.08032657 32.44630531 31.71140509 31.94417581 31.87355005
 31.36916446 31.89807289 32.08268076 31.62292672 31.98939591 31.82391584
 32.34546742 32.26336498 32.10524177 31.52797431 32.15673971 32.13839663
 31.78085375 31.89463969 32.36989216 33.16698228 33.02337658 33.45998107
 31.44704897 32.66043867 36.14866431 39.97765922 42.26348138 42.73471211
 43.51591143 41.69523833 42.30340455 39.01685468 37.0127508  34.14779745
 32.33624684 30.80768971 30.07229904 30.76619708 31.4490108  31.63646332
 32.68996416 30.48124177 30.49252228 31.96359789 29.95792455 29.25274601
 29.54191924 28.81015795 30.2377791  30.16970372 29.94585932 30.05886053
 29.55035509 29.90162013 30.52145922 29.6260816  29.0832442  29.23979795
 29.10815939 28.66537515 29.04842178 30.28947323 30.89567763 29.39635171
 31.16150512 33.0604551  30.59600863 29.68022801 30.48232078 30.06916011
 31.21525917 30.71803424 30.90529058 32.00862181 32.07561819 31.99773367
 31.96771773 32.93018982 31.82607385 31.05468367 31.28735629 30.09819515
 28.83409223 30.19981776 31.47510309 30.65947371 32.62924563 33.92934806
 36.27863532 36.92839226 36.47942826 36.26451017 37.40648938 36.07401681
 34.82256768 37.35842463 36.19996607 39.58637292 42.26966114 43.98979063
 45.89472418 45.45605977 42.8004333  40.20758528 41.83492038 47.1304787
 48.70994523 48.47344704 48.92192059 48.45892953 47.27957752 44.40167611
 45.77524894 48.15916244 48.313362   47.68322332 48.19133639 43.4835413
 45.46959637 46.93694452 48.74025545]"
4,"[30.16224878 30.8020985  30.3543116  29.35407435 30.212962   30.69370759
 30.02501902 30.43307893 29.70994968 29.79999752 28.69362545 29.37830291
 30.27789846 31.23889918 32.10072957 30.95904462 30.98935484 31.20937369
 29.89220336 31.37151865 32.18871748 30.66889048 31.79517509 31.4591142
 29.14818066 29.64040293 29.26461506 29.94664405 30.09741042 30.90195547
 29.98019128 30.92549739 29.43676534 30.25984965 30.71263921 30.65898326
 31.02054788 30.09074021 28.46556312 28.60240052 30.43768923 34.58489239
 35.21591389 34.90614149 33.53207819 33.39190569 34.46659425 34.15868558
 33.66352057 32.82081799 31.82479867 31.25577088 30.73755441 28.971322
 29.55967377 29.43372451 28.71128189 29.29933939 32.69329926 36.19015694
 39.99541375 40.45762007 38.82881361 38.67981288 39.41147608 39.64905328
 39.95019365 40.761507   40.04887352 39.86779693 40.20493682 39.75714992
 40.91433329 40.00306487 40.36511995 39.41000471 40.85341857 37.4300313
 34.97755197 31.83352879 31.65205984 34.71201875 35.07603566 33.12499919
 31.85805162 35.53529925 36.33405692 36.91828885 36.81068267 37.23836085
 35.34039179 34.05392405 32.05452855 32.79933599 31.89434542 32.90174333
 34.0713843  34.57017869 32.65994821 34.00801731 35.00599846 35.16500449
 31.65470831 28.96131668 30.45789604 33.88658024 34.34613811 34.63540943
 33.00346404 34.84434395 35.64702527 37.27573365 39.73400036 39.65876432
 40.67812938 43.37877976 45.25252027]"
5,"[33.59711274 34.47032172 33.68931859 34.34339155 33.14697165 34.51387427
 34.76753844 35.00472327 33.60672569 33.70246283 33.64704123 36.3512229
 33.10302673 32.51094749 30.63161578 30.60660249 31.36837973 31.52552203
 30.88704559 31.06655272 29.98548821 33.0038564  33.25134082 32.67515237
 30.918631   29.11482961 30.85555827 31.52444303 31.78889724]"
6,"[-43.31035156 -42.59157756 -43.16200804 -43.00962317 -42.83301955
 -43.21894025 -42.12471189 -43.44925868 -43.608559   -42.51816601
 -42.12535929 -43.1311387  -40.75498423 -39.88144174 -39.84693321
 -40.46431021 -41.69907401 -44.93905012 -48.48779124  46.3863579
  43.8464792   43.47088751  42.11546157  40.38424776  40.67881601
  40.60819026  35.54069427  36.5705551   36.12835941  33.99487307
  33.6450794   33.63988056  32.04236523  33.22564089  31.29147613
  30.89195016  32.09072425  32.28592599  31.52601249  29.81117993
  27.82865614  23.97808114  22.27943365  19.27636771  20.0353003
  20.1483996   20.21529788  19.87717708  20.15212707  20.61413721
  19.44518288  20.97785985  20.93725004  20.36361197  22.85532783]"
7,"[-29.13199589 -33.77093088 -38.20946528 -41.72024212 -41.87969938
 -42.11016495 -44.98318141 -47.83739376 -46.97866306 -48.25138722
 -48.67851609 -46.71877009 -47.6143439  -47.98050901 -48.65056693
 -48.03027074 -48.47207015 -47.31340952 -48.19995402 -46.76105726
 -46.90718391 -47.68754945 -47.35546127 -47.47506402  47.11998293
  41.9173171 ]"
8,"[-12.04527165  -7.50795928  -6.24415064  -6.0998583   -6.15469135
  -5.72142196  -4.8457607   -5.02860293  -5.22517795  -4.66183946
  -5.84021056  -6.73343017  -5.93143549 -10.35741421 -12.45725522
 -12.92093292 -12.04154418  -8.05148332  -5.63039321  -4.47075756
  -2.47969983  -0.87727993  -0.92406949  -1.07277594  -2.11774283]"
9,"[ -7.41016223  -6.11810329  -4.3244053   -3.38459231  -4.11645169
  -4.20895181  -3.63600038  -2.82576602  -2.36728717  -3.1686933
  -7.62027385  -9.78456086 -12.31767126 -13.79885029 -14.24918756
 -12.53523783  -9.47076671  -9.26801194  -9.24329293  -8.7369455
  -8.63453816 -10.37516874 -11.0631813  -12.00387711 -11.94394331
 -13.58246082 -13.93804188]"
