,0
0,"[ 7.083192  9.986556 10.133006 10.54208  10.440986 10.387394  9.842484
  9.836162 10.504786 10.599094 10.386872 10.5357   10.271858 10.875232
 11.126314 10.481644 10.691082 10.939496 10.91357  10.53918  10.446844
 10.764626 10.712948 10.40926   9.68049  10.38722  10.598224 10.497536
  9.898744 10.713238 10.445684  8.594846  9.600566  7.497196]"
1,[9.233426 7.3283   8.404722 7.644806 8.463998 9.71732  9.350006]
2,[6.560148 8.112286 7.826636]
3,"[10.045774  9.664018  9.78605  10.096408 10.022748 10.017992 10.02037
 10.35474   9.638556  9.728688  9.325878  9.448664  9.492976  9.657812
  9.071142  9.493846  9.686     9.295312  9.514958 10.39795   9.666744
  9.86696  10.132426  9.643834  7.911084  6.955244]"
4,[ 6.869752 10.438086]
5,[7.861784]
6,"[ 7.226568 10.107718  9.62974   9.507592  9.847936  9.391708  9.791502
  9.128098  7.192058  8.588524  8.192906  9.964748 10.02356   8.923126
  7.90221   7.255916  6.671392]"
7,[8.635678 7.504098]
8,"[ 7.583848 11.111176 11.198234 12.273786 11.25345  11.114076 11.810366
 13.356878 12.29223  11.674936 13.094834 11.852184 12.759942 12.138356
 12.649858 12.200126 12.579678 12.752228 12.331496 11.366028 12.590466
 11.688392 12.160454 12.216134 10.331714 12.010002 10.808416 10.77118
 11.115004 11.531792 11.947884 11.972418 11.725396 11.28506  10.952604
 11.261048 11.595824 12.517038 12.373488 12.065044 12.20088  12.174722
 10.264144 12.098104 12.207144 11.827418 11.15253  11.741172 12.682222
 12.01702  12.443726 13.233744 11.69019  10.181842  9.864234  9.384516
 10.441682  9.900948  9.352558  9.29044  10.253182  9.820328 10.579838
 11.379832  9.377266 10.199706 11.402684  9.836046 10.132078 10.406476
  9.030832 12.078906 11.81924  12.105412 11.86013  12.472726 10.30892
  8.995278  8.70783   9.563852 10.718922  9.163884  8.394978  9.266776
  9.354298 10.30051   9.150022  9.648068 10.244076 10.31327   9.764068
 10.276092  9.89538   9.57319  10.770194 11.724584 11.3941   11.944056
 11.834088 12.041496 11.96946  12.251978 12.45347  11.91494  12.061622
 11.501748 11.424782 12.344488 11.969518 11.85984  12.137718  9.45023
  7.220072  8.595774  6.978212  8.784042 11.79169  11.129736 10.387394
  7.048972  9.006008  6.62389   8.39115   6.426168  6.199562  9.167132
  7.81057   8.080212 10.20336  10.45044  10.324    11.044592 11.321832
  9.773406  8.717168 10.446322 11.542174 11.4521    9.78315  10.134456
 11.825098 12.061274 12.100598  9.832624 10.652918 10.369878 10.658486
 10.762306 10.757724 11.069416  9.66657  11.37206  10.212292 10.023792
 10.664982 11.16732  10.569572  9.755078 11.417706 10.484254 12.313458
 12.175592 11.850212 11.204034 11.913258 12.088534 11.821676 12.479396
 12.287532 11.407382 11.141394 11.89783  12.018238 11.578946 11.338014
 11.921842  9.434976 10.450266 10.930564  9.761516 10.58268   8.169474
  7.43183 ]"
9,[6.849858 7.264964]
10,[6.28691  9.083322 9.446402]
11,"[ 7.657856  8.283734  7.70269   8.570718  8.895634  6.464448  6.90055
  8.54601  10.033188 10.09809   9.513624  9.834828 10.275338  9.826534
  9.96933   7.581528  6.42785   8.804052  8.63098   8.791234  9.234586
  9.410616  9.161274  9.754208 10.933696  9.541928  9.045042  8.955432
  8.875682 10.353696 10.476772  8.973122  9.044172  7.674908  9.196944
  8.04895   8.5637    9.530154  7.696658]"
12,"[ 9.401684  8.479948  8.730798  9.115454  8.914136  8.31053   8.430474
  9.67614   8.500596  9.10745  10.499044  7.357996 10.008596  8.832008
  9.216026  9.115048  8.95984   8.712586  6.929144  6.973282  9.707286
  9.373148  9.617908  9.25303   9.225074  8.510224  7.270358]"
13,[7.077972 8.927998 7.31844  8.277064 8.291158 8.739672 6.453776]
14,"[ 8.781664 11.224682  7.693932  7.177732  6.722432  8.578664  9.171308
  9.250304  8.87429   9.198278  9.040866  7.647474  7.741144  7.43067
  7.732096  9.36816   9.329126  9.588212 10.204578 10.413784  9.416358
  7.778264  9.671732  9.913186 10.00471   8.234144  9.27971   8.548504
  8.61735   8.478556  9.328546  9.524934  9.629508  9.187026  8.376012
  9.66019   8.28791   7.469008  9.117252 10.181726  8.733292  8.937916
 10.910844  8.897896  8.980198  9.484856  9.634322  7.734068]"
15,"[ 7.247622  8.617988  8.510688  9.006124  9.223508 10.35648   9.971592
  7.625956  9.185344  7.819734  9.321992  9.51084   9.956338  8.885426
  8.864082  9.285742  8.396718  9.303722  9.476736  8.602212  9.851416
  9.833668  9.277158 10.230968 10.416626 10.783824  9.83796  10.244308
 10.602168 10.369936 10.430778 10.248716  9.7411   10.415292 10.30283
 10.732668  9.817544  7.488032  8.921618 11.877878  9.884882 10.430662
 11.199104 11.907748 13.224    11.865698 11.844064 12.220716 13.012184
 12.575792 13.605002 11.892958 11.440732 10.600544 10.744732 11.059846
 10.237232 11.218824 11.599072 11.080784 10.535584 10.681106 10.154814
  8.81397  10.309964 11.24214  11.078928 11.306462 10.517778 10.911482
 11.054336 10.46726   9.108204  9.592678 10.96026   9.516988  6.33882
  8.112808 10.311298  9.552716 10.057606 10.658022  9.647488  8.699478
  7.665918  7.150356  6.996192]"
16,[6.634156]
17,"[ 7.059702  8.95984   9.239632  9.453362  9.1988    9.323848  9.54013
  8.879452  9.358996  9.12862   6.5395    7.64788   7.766142  9.121196
  9.440602  8.675466  8.513472  9.51461   9.377904  9.303084  9.332664
  9.671094  9.426682  8.73451   9.313292  9.218926  9.342698  9.510318
  9.493846  9.382892  9.728166  8.405824  9.213822  9.629334  9.154952
  9.429118  8.721112 10.10911  10.918616  8.515966 10.046006  8.957056
  9.001426  7.130056  6.714312  8.446076  9.506954  6.719764  8.797092
 10.045774  9.749916  9.934878  9.38092  10.49162   9.262136  9.387358
  9.686522  8.409652  8.171968 11.458248 10.318664  8.81774  10.482166
 10.066538 11.111524 10.363382 11.057758 11.564098  9.773522 10.420628
 10.31791   8.234318  8.972252  8.69971   9.324428  6.857108]"
18,[7.141482 8.097206 8.156366 8.802428 8.290636 9.579976 8.69159  9.491004]
19,"[ 7.534084  8.459996  8.362092  9.181168  6.345258  6.837678  8.666012
  9.554746  9.836568  9.070852 10.408564 10.061434  9.924844  9.814702
 10.867982 11.134318 10.788116 10.978356 10.76103  10.32922  10.179348
  9.712274  9.573596 10.21293  10.727622  9.287946 10.118448  9.85826
 10.228938  9.460902  8.310066  7.781106]"
20,"[ 7.130694  8.894764  9.087556 10.036378  9.361548  8.665084  8.605054
  8.420324  8.713398  8.870172  9.937256  9.831232 11.77023  10.914092
 11.308434 11.273982 10.740788 10.004246  9.271184  9.87508   9.611296
 10.082546  9.74168   8.336804  9.001542  7.890842  9.963762  9.865104
 10.085968  8.600008  8.451702 10.796004 10.248484 11.513058 11.324616
 10.87065   9.752294 10.893386 10.418482  9.88581  11.243068 10.915948
 11.300546 10.472538 10.453166 10.23787  10.935436  9.866496  8.60459
  8.443234  8.490272  8.2099    7.209574  8.715486  9.46473  10.129932
 10.471262 10.47683  10.718574 11.54548  10.247266 10.084344  8.99638
  9.528878 10.91328  10.137646 11.06147  11.09859  10.621772 10.56238
  9.403888  9.198626  8.230432  8.142272  8.774994  9.257438  8.619786
  9.371292 10.083184  9.183604  9.569362  9.303316 10.849944 12.527362
 10.798092  9.826766  9.864176  9.51809   9.765286 10.996684 11.154038
 11.948696 11.952582 11.673428 11.384994 11.07597  11.445024 12.16811
 12.444248 12.267406 12.476728 12.194732 12.170952 11.995038 12.663256
 12.309398 11.079392  9.411602  8.325262  7.210212 11.037168  8.616248
  8.420614  7.218796  8.107762  7.03598   6.34607   6.563686  8.799238
  6.50383   6.475236  8.423746  9.80693   8.897838 12.29803  12.135572
 12.20755  11.867786 10.277136  9.747364  7.818516  9.50475  10.687486
  6.727884]"
21,"[ 6.403722  8.304846  9.74545  11.17109   9.170844  8.082938  9.152574
  8.59937   9.040286  9.44443   8.95143   8.609288  8.465332  9.346062
  9.07613   8.711948  8.546648  8.14639   8.849234  9.724744  9.694642
  9.431032  9.394318  9.324544  9.416822  8.18786   8.30415   9.520468
  8.351362  8.092856  8.474264  6.647554  7.173614  8.960362  7.984222
  9.653346  7.039518  6.83443   7.491396 10.03806   9.348788 10.295986
  9.226292  8.190934]"
