,0
0,"[-43.84366969 -45.43247613 -45.37836432 -45.29535299 -44.9974242
 -45.57393371 -44.55347785 -45.29198939 -45.04048418 -45.46102262
 -44.47341825 -45.80056984 -45.05488001 -45.31794698 -45.27996672
 -45.42955382 -45.41945321 -44.86241924 -45.64620702 -44.3180944
 -45.71115492 -44.87452036 -45.04971202 -45.8533676  -44.85334831
 -45.7312875  -44.86775394 -44.80240397 -45.46901485 -45.06268591
 -45.63205635 -44.7790745  -45.98207684 -45.67594988 -46.53793403
 -44.64365767 -45.69926954 -45.02628449 -45.39702593 -45.34810171
 -44.87313766 -45.70447675 -45.16485898 -45.57518894 -45.51904719
 -44.98004723 -45.71174331 -45.00244509 -45.77914282 -44.64223574
 -46.01093712 -45.86733194 -43.80280635 -46.39496626 -44.11969094
 -45.83354883 -44.81851591 -44.93586932 -45.93727131 -44.21962815
 -46.51110367 -44.19225844 -45.74927247 -44.6845014  -45.14060771
 -45.02885377 -44.74532081 -45.63918562 -44.34651339 -45.84949406
 -45.14551092 -44.93858569 -45.57781706 -45.111718   -44.86339989
 -45.06857957 -45.25383262 -45.16082855 -45.21139044 -45.13648902
 -44.70763474 -46.27029727 -44.74696828 -46.32089839 -44.43104472
 -45.79273451 -44.83168593 -45.4666515  -44.73295491 -45.86205608
 -44.0319137  -45.71669555 -44.36204676 -45.83308793 -44.26489458
 -46.32467386 -42.67789252 -38.31598795 -34.36076534 -30.0584936
 -25.13586785 -21.88504026 -19.64064535 -20.0514362  -20.21412468
 -20.67600697 -18.9286994  -19.99083254 -22.37751857 -17.77164013]"
1,"[-47.12138649 -46.53991493 -46.43435864 -46.64901133 -45.5100449
 -45.77201355 -44.11898488 -45.81736824 -47.49637411 -46.76688447
 -42.26192388 -38.44003914 -35.51458849 -37.82154835 -42.05674419
 -45.3558684  -45.50117009 -47.86841981 -48.19931483 -48.03668813
 -46.42254191 -48.99157064  48.31773391]"
2,"[-46.63248751 -47.59897866 -48.0788067   48.94573693 -48.09558352
 -47.45338277 -47.14795207 -48.61184044  48.86963912  48.91053189
  48.23320259 -48.34804681 -47.82375157 -46.53107935 -45.33583388
 -45.69122828 -46.58279839 -47.9787322  -46.78699744 -46.59857692
 -47.2301887  -47.16795717 -46.47898765 -45.03202124 -42.87071612
 -41.94320548 -42.45243316 -41.43250684 -42.18353137 -42.8983506
 -40.74652828 -39.31245732 -39.41486574 -37.57344597 -35.45261193
 -35.31355692 -33.99900658 -33.48377737 -34.59729615 -33.09328581
 -33.43749108 -33.97851117 -34.71389446 -34.44470828 -35.05692296
 -34.28898236 -33.19635126 -33.60763243 -33.11270251 -33.8798586
 -34.19964589 -34.45520115 -33.10250384 -33.84994902 -33.61743885
 -33.82827684 -33.39091059 -33.49152444 -33.82023558 -33.88456568
 -33.56722999 -33.26352522 -33.63440396 -33.90113853 -33.21223766
 -32.8529305  -33.6496039  -32.16422576 -32.6870059  -33.55065714
 -33.34344753 -31.40913156 -29.55660112 -30.9909859  -31.01295227
 -30.82408066 -30.67933793 -30.85536313 -32.7042652  -34.44882698
 -34.43960894 -31.49650675 -29.65054661 -30.27580383 -29.61308609
 -31.45237787 -29.92061536 -30.21225824 -30.82290389 -29.44392538
 -28.75365161 -30.6044169  -31.61879278 -31.40030579 -31.44884756
 -30.44839678 -29.81578475 -30.22284917 -30.14331912 -30.23177301
 -30.07075162 -30.21147372 -30.49076051 -30.57715505 -28.4448475
 -26.77814869 -27.61208648 -28.0191509  -26.32352314 -22.6643563
 -21.00216844 -22.71015227 -21.66714165 -20.58245374 -20.25992065
 -20.80270589 -24.90159252 -26.46287235 -27.85528565 -26.52602568
 -28.36316004 -29.06265184 -27.95246725]"
3,"[-35.69051563 -35.23991072 -36.14278764 -36.80266151 -34.9330679
 -34.33830865 -35.09232413 -34.12413647 -35.45388677 -35.84624155
 -34.19170269 -36.99918213 -38.34579946 -38.87711119 -39.20454749
 -35.83064935 -35.15302586 -36.31694962 -36.55044044 -37.5774666
 -36.68518062 -35.4513371  -35.84839897 -34.49629004 -35.38985086
 -34.77979359 -35.89556784 -36.11150516 -34.48854297 -35.43760811
 -36.60486606 -34.34605572 -36.93083139 -37.90205904 -37.8695998
 -38.38737867 -40.66241864 -44.02513746 -45.79034175 -46.50215041
 -47.66217122 -46.82688014 -45.47268245 -46.29028275 -43.20422259
 -43.77005291 -45.3978987  -45.63582202 -44.70821332 -45.34544417
 -44.68638423 -45.46452351 -44.92633748 -44.60014659 -43.07895541
 -41.97856743 -40.39486032 -42.39541865 -42.62577141 -43.99504156
 -45.34866068 -45.85036683 -45.12333861 -45.60923682 -47.461375
 -48.75252429  47.13831601  46.21808174  46.57238762  46.59258884
  46.43421519  46.25456161  46.43921647  46.00008506  49.04595852
 -45.15975965 -42.452796   -40.52914941 -39.91502248]"
4,"[-33.93310745 -31.01187357 -32.43654999 -33.48848445 -31.27262622
 -30.97029435 -31.53200598 -32.13117813 -31.05207988 -31.24791405
 -32.43782482 -31.47159845 -32.64709378 -31.57456584 -32.03507523
 -31.16524595 -32.34319289 -30.8776237  -31.28086361 -31.85375456
 -31.00883358 -32.2717041  -31.234087   -30.5491087  -31.94554263
 -30.80799813 -31.10905517 -31.05590438 -31.48856355 -31.58388193
 -31.80844891 -32.75869082 -30.84045738 -32.71926902 -30.79534786
 -33.22478987 -30.83045483 -33.22577051 -37.07312252 -39.25044153
 -39.14276706 -37.06037418 -35.68061115 -37.12372364 -37.3751602
 -35.22922173 -34.69310485 -35.4984079  -37.06419868 -36.77235968
 -35.87987757 -35.56469929 -35.03731013 -33.75345387 -36.00559585
 -38.07337717 -36.83394398 -36.43776469 -35.34003425 -37.39771496
 -38.09701063 -37.3644712  -34.93993239 -35.63844355 -37.9588382
 -39.80359215 -40.94909946 -39.03058163 -37.92912476 -38.12211506
 -38.00218257 -38.03876051 -37.59256849 -35.73650774 -37.5145094
 -36.35097789 -36.12376319 -36.33744504 -34.87079715 -34.5399286
 -36.69498704 -36.43276342 -38.1233899  -37.19511436 -37.54520349
 -37.01134209 -34.169246   -35.42495783 -36.10111036 -35.24324491
 -35.29835698 -35.39004698 -35.66443056 -35.52733684 -36.18171912
 -35.99735846 -36.35087983 -36.2009397  -36.16769594 -36.25418855
 -36.16083145 -34.70183256 -35.46741962 -37.30190625 -37.66925468
 -34.46932239 -33.67892509 -33.08779421 -34.91600473 -36.04256604
 -36.04364475 -37.20962786 -35.63324615 -37.60835682 -37.42860518
 -38.66568482 -41.09648012 -40.15088645 -39.28651934 -40.18256118
 -42.22200195 -41.44934446 -42.26739586 -42.89827215 -40.18042338
 -33.67490446 -27.33270163 -29.59121778 -29.9347366  -28.85014676
 -27.54922734 -24.69457904]"
5,[-33.07788973]
6,"[-37.22355297 -35.95107216 -34.40969937 -33.11211413 -33.04356727
 -33.03876212 -32.86136402 -35.21598306 -36.65350589 -37.64552314
 -37.98551166 -36.93700944 -37.16785252 -36.35490046 -34.68016038
 -32.61708614 -29.03136937 -24.82127796 -22.70573938 -18.92536521
 -19.19925847 -19.4072526  -19.26505954 -19.06383184 -19.37724496
 -20.23226655 -18.70825112 -19.12522001 -19.17140824 -19.33694058
 -19.50119808 -19.41509773 -19.21965582 -20.15695326 -22.13343683
 -23.09377935 -22.1660922  -20.0936038  -21.71499697 -19.9359166
 -17.98198779 -18.22195084 -18.59508505 -19.10952974 -17.82606575
 -18.40121217 -19.19857202 -18.639312   -20.52645909 -19.47923171
 -17.64700055 -17.71986224 -17.64651023 -17.66425985 -17.59061365
 -19.72851085 -21.25615466 -20.77122729 -22.3936011  -20.45320515
 -22.13176973 -23.98881113 -19.2758466  -18.93654453 -21.46758104
 -18.93046455 -20.14930425 -19.00822945 -19.288693   -19.10207687
 -19.68967744 -21.92279497 -21.20761289 -19.54777857 -18.95733414
 -19.77715069 -22.45900991 -24.0266639  -23.609695   -21.58329677
 -21.19202069 -22.82763316 -22.16962251 -21.5375008  -21.93387622
 -21.54897431 -22.51363165 -24.50678613 -27.67592626 -29.75420045
 -28.97831665 -28.17222908 -28.99910625 -28.61263532 -25.43310038
 -26.61212603 -25.33101557 -25.77279471 -26.43374728 -25.50458917
 -26.289691   -26.74039398 -26.64085883 -26.21653512 -25.16450259
 -27.52922225 -30.03858657 -35.77808695 -33.91153333 -35.0527062
 -36.10120842 -35.55910963 -35.12007629 -33.74796228 -34.34576152
 -32.60218039 -32.84557568 -33.49642765 -34.28417722 -35.60951462
 -31.07953785 -29.05765057 -30.11095794 -30.14694749 -29.70075547
 -30.75749508 -32.34417353 -34.53149508 -37.21256979 -39.12835162
 -39.18689594 -36.7016554 ]"
7,"[-47.56399917 -47.5234104  -47.4830668  -45.86280137 -43.38317991
 -43.52753039 -44.67157654 -43.18150112 -40.84074835 -39.83832649
 -35.62991197 -35.54812644 -36.4533569  -32.29102274 -32.86401175
 -32.34897867 -30.45506515 -28.6263643  -27.00418662 -28.57919543
 -27.37437891 -27.85067663 -27.37820341 -28.04768757 -27.79880068
 -26.78795511 -27.36359185 -26.73519658 -27.94923113 -27.95393822
 -30.60971236 -32.30024077 -29.72821344 -29.77969713 -31.71499374
 -30.64707481 -32.05821838 -32.42674357 -31.10042552 -31.5708394
 -31.43041149 -31.4314902  -32.03134879 -31.24811018 -32.14382841
 -31.65772426 -31.49915448 -31.58966772 -31.11886159 -32.2872963
 -32.92775347 -30.96764662 -31.66900164 -32.09989565 -30.78083436
 -32.08753957 -29.48913297 -29.23955963 -31.94926907 -33.13309986
 -31.21349352 -32.26150542 -31.85022425 -31.78893414 -31.28429586
 -31.67410098 -30.80750781 -31.3997174  -31.86061905 -31.69616542
 -31.38628261 -31.3249925  -31.97692317 -31.18024977 -30.60245561
 -32.02056173 -34.8331405  -37.53176869 -37.77173175 -38.30775056
 -38.57772125 -38.59488248 -38.77845863 -36.53249469 -35.3853399
 -36.16289079 -35.64883836 -36.68008128 -35.72581874 -36.23840021
 -35.06163004 -36.80991826 -39.42622157 -36.99633827 -37.86106821
 -38.71422659 -38.93300777 -38.24126304 -37.96334915 -38.41944566
 -38.36619681 -37.78193042 -38.51633307 -38.01679413 -38.78365603
 -38.99665143 -38.02473733 -39.6085425  -39.20915651 -37.1134269
 -38.20772509 -37.74280281 -35.82908032 -35.75700315]"
8,"[-25.1866651  -25.89635557 -24.22995095 -24.70242417 -24.45981339
 -26.56289781 -27.281316   -25.47615056 -24.36047437 -21.78050384
 -20.49694178 -21.11543256 -21.7452988  -20.75671379 -23.05700528
 -25.00505023 -26.27831556 -24.82196441 -25.72229165 -26.72019276
 -26.32028703 -25.86919179 -24.92816792 -26.18780232 -25.78995594
 -24.57758847 -25.71944779 -25.23834492 -26.4411021  -25.67100409
 -26.72784176 -25.03672496 -25.21108308 -25.53175295 -25.19097992
 -26.08091236 -25.71013169 -24.8512856  -25.76975472 -27.12451137
 -26.07571496 -26.57937259 -25.7112104  -26.84904909 -25.92734385
 -25.40799595 -25.89635557 -25.28041445 -25.89037366 -23.86191608
 -23.25764459 -20.54930805 -19.76155848 -16.41658927 -16.68351997
 -16.67077163 -16.72627596 -16.61242344 -16.6930322  -16.70489797
 -17.15432611 -16.18309846 -16.64909945 -16.19761196 -16.33009667
 -17.07558057 -17.17776345 -17.34094224 -16.79119445 -16.86846902
 -17.08470054 -16.73647463 -15.98451849 -17.35771122 -17.18050924
 -15.42565073 -16.66851616 -17.34192289 -16.7967841  -17.05126065
 -16.22016672 -16.52436181 -17.52726419 -17.37653954 -15.6398229
 -17.27200312 -18.92909165 -21.03835412 -20.38769828 -17.81214063
 -17.39419109 -18.42425725 -15.26659063 -13.22509051 -10.912541
 -10.98246076 -11.55250784 -10.1051786  -11.64498236 -10.83104966
 -11.03374832 -11.01040905 -11.69479897 -11.04904634 -11.99271795
 -11.93691943 -11.09552876 -11.94476456 -11.56162781 -12.32231166
 -10.99785683 -11.35755625 -11.62046632  -8.35767489  -7.56100149
  -7.69603586  -9.53091475  -8.98420694  -8.05142046  -8.35698844
  -8.96439798  -7.18257181  -8.36708905  -6.35039917  -8.81808622
  -6.94917906]"
9,"[-31.43492244 -29.21749519 -31.76461422 -30.83731932 -30.54822612
 -31.23281217 -30.95303506 -30.49085857 -31.41481929 -30.77308729
 -30.27413673 -30.41652592 -33.37551452 -33.75561128 -33.2893161
 -33.16997199 -34.01557943 -34.02185553 -33.27342971 -33.1683049
 -34.19042786 -33.90035401 -33.6838283  -33.51339276 -33.69059473
 -33.68637797 -33.81974526 -33.95370093 -33.5893925  -34.67564943
 -33.22930082 -33.1603617  -33.97792278 -30.54891257 -28.89760983
 -29.90531735 -30.72944873 -29.03911644 -31.20555032 -30.00249895
 -29.27692208 -30.08546125 -30.02495565 -30.73807837 -28.79562308
 -30.55764028 -29.14453544 -29.8164712  -30.9512699  -28.5475207
 -30.27305803 -30.5712712  -30.49321211 -30.14410363 -29.21778938
 -30.47987539 -30.17528804 -31.08914814 -30.17852416 -30.38710667
 -30.16146099 -29.9232631  -30.14645717 -31.6417398  -30.64589804
 -29.09197303 -30.47114767 -28.92418522 -28.88848986 -29.18140757
 -29.07196794 -29.97229519 -28.1595788  -29.3997965  -28.71432787
 -29.1736605  -28.61126242 -28.61234113 -28.9053569  -28.88515568
 -28.84749903 -28.8213159  -28.00012644 -28.90182659 -29.40038488
 -28.7120724  -28.9091814  -28.81631462 -28.54428458 -28.53692977
 -28.29549576 -29.2839827  -28.81072496 -28.52977109 -29.0605925
 -28.77875604 -28.68343766 -28.77954055 -28.95988058 -28.93320713
 -29.39852166 -27.74241378 -29.0893253  -29.85657945 -29.15718571
 -29.22573258 -28.86220866 -29.43009833 -29.01911135 -30.6621767
 -28.57723415 -29.72948827 -28.36512133 -28.11182155 -28.89594274
 -28.97429602 -30.55714996 -30.33866297 -29.77204813 -29.76077075
 -29.41068162 -30.60529947 -33.03542794 -34.99857477 -34.05784509
 -32.36408056 -34.70653964 -32.91520125 -33.6903986  -33.73423329
 -33.25234591 -33.24136272 -33.42386016 -33.23420403 -33.47671675
 -33.54516555 -33.85799029 -33.31981406 -33.57821318 -33.47132322
 -33.93399003 -34.54169376 -33.56536677 -33.5510494  -33.58115511
 -33.96605701 -33.97792278 -33.95968284 -33.76571189 -33.66921674
 -33.62293045 -34.20199943 -31.93426525 -28.63921071 -26.60486928]"
