,0
0,"[-26.56975237 -26.38769487 -27.6640592  -26.93308264 -27.40715802
 -25.96001669 -26.66342958 -27.76891883 -27.09620851 -27.25913821
 -26.95436846 -26.32972289 -27.49298793 -26.41496426 -27.91144552
 -27.46807273 -25.90871492 -26.84921456 -27.76901692 -26.80173835
 -27.47287921 -26.49490869 -26.50991666 -27.9999239  -26.49314304
 -26.91621093 -26.18749047 -25.40079804 -23.20992827 -21.33510876
 -20.03049413 -19.77506432 -18.86654245 -18.06180122 -18.62984809
 -19.09048495 -19.94397758 -17.76919479 -16.60926486 -17.75536392
 -17.64785582 -16.40660818 -13.99640622 -15.61020471 -15.43530788
 -14.92935282 -11.13449369  -9.94003562 -13.3621477  -15.57008536
 -17.23136005 -19.0299626  -20.11004619 -19.06184228 -17.01624577
 -13.33752678 -10.54241445  -8.54223422  -8.47827868  -8.5074118
 -10.35417719 -12.34572538 -13.27612161 -13.7025246  -16.99878552
 -19.35052506 -21.4093639  -22.49180168 -24.03418969 -23.54569488
 -23.09369005 -25.45219789 -28.66253081 -25.8468193  -26.58554507
 -27.40313627 -26.3194233  -26.10990023 -26.61546293 -26.61516865
 -25.47211043 -26.75122132 -25.45975092 -27.66327447 -25.8998867
 -26.89002055 -26.32138513 -27.19420175 -27.25344891 -27.28385722
 -25.20304592 -26.5275731  -26.68294976 -26.53610704 -27.57116671
 -25.31035784 -24.21134262 -22.88642308 -21.25339869 -21.05397902
 -19.82646417 -17.57360069 -17.1109039  -17.41655648 -18.0495398
 -17.76831197 -18.96002349 -19.72503774]"
1,[-23.65477244 -24.06587318 -26.96084248 -28.62025344]
2,"[-18.03100054 -20.21392491 -19.32982779 -19.72229118 -18.73863137
 -18.01510975 -17.66227525 -18.4566188  -17.53622789 -17.60371473
 -16.70343254 -17.14503969 -17.62225399]"
3,"[-1.43534586e+01 -1.44388962e+01 -1.45912320e+01 -1.43512025e+01
 -1.23102163e+01 -1.33921636e+01 -1.18698844e+01 -1.44171199e+01
 -1.36295447e+01 -1.41699298e+01 -1.79426203e+01 -1.79542931e+01
 -1.67855350e+01 -1.44901980e+01 -1.13118428e+01 -8.77147365e+00
 -4.99270150e+00 -1.62659956e+00  7.28769353e-01  1.26277853e+00
  1.35047218e+00  3.88024747e+00  5.56133661e+00  4.98348061e+00
  1.93411557e+00 -1.30966649e+00 -2.36748335e+00 -1.05982788e+00
 -1.88869959e+00 -1.04746838e+00 -1.28916540e+00 -1.70801536e+00
 -1.59805499e+00 -1.80561623e+00 -9.27796958e-01 -2.05427774e+00
 -2.09969403e+00 -1.65082812e+00 -6.11256250e-01 -1.03314704e+00
 -3.73065850e+00 -4.78592499e+00 -7.68442558e+00 -8.44816464e+00
 -8.34781721e+00 -9.73983122e+00 -9.32264881e+00 -9.25741808e+00
 -8.30504940e+00 -9.28900349e+00 -8.39186022e+00 -8.73537604e+00
 -1.04340235e+01 -1.18557592e+01 -1.24381274e+01 -1.18438902e+01
 -1.32130489e+01 -1.21295321e+01 -1.28203893e+01 -1.37677553e+01
 -1.16300511e+01 -1.16523178e+01 -1.18375142e+01 -8.56273531e+00
 -9.71589694e+00 -8.89124316e+00 -7.51168675e+00 -9.80280585e+00
 -8.57872420e+00 -9.64232844e+00 -8.42099334e+00 -7.56612744e+00
 -6.84309627e+00 -6.01314557e+00 -6.53136204e+00 -7.21191966e+00
 -7.42360074e+00 -7.28087786e+00 -6.37726057e+00 -7.38789550e+00
 -7.41398779e+00 -7.24948864e+00 -7.67088897e+00 -6.32644926e+00
 -7.56995300e+00 -7.85696822e+00 -6.81965245e+00 -4.18776408e+00
 -5.60145627e+00 -4.28359931e+00 -4.79210474e+00 -5.20075321e+00
 -5.21919437e+00 -4.80250242e+00 -4.88695905e+00 -3.10581676e+00
 -5.48364859e+00 -3.37340990e+00 -4.55992257e+00 -4.31312480e+00
 -3.94802888e+00 -5.34131808e+00 -2.08027195e+00 -7.80463787e-01
 -5.42003774e-01 -1.65867543e+00 -2.00866528e+00 -3.07148479e+00
 -3.23765150e+00 -3.75469088e+00 -4.85282327e+00 -4.47556403e+00
 -5.57938572e+00 -4.08712238e+00 -1.90243237e+00  1.31633640e+00
  1.78084650e-01 -3.76523707e-01 -3.77896986e-01 -1.22736787e+00
 -3.92904958e-01 -6.66285484e-01 -6.42990166e-02 -2.71325527e+00
 -2.04711708e+00 -1.11485712e+00 -3.21984930e-01  2.31984461e-02
 -7.59864609e-01 -4.81089060e-01 -1.20735724e+00 -1.47926639e+00
 -3.79108276e+00 -5.72171624e+00 -4.60739878e+00 -4.34343502e+00
 -5.54426903e+00 -2.54669620e+00 -3.71506198e+00 -6.06827289e+00
 -4.98004772e+00 -6.30251498e+00 -4.17079428e+00 -5.82059229e+00
 -4.46467590e+00 -5.48727797e+00 -3.23176602e+00 -4.74963120e+00
 -4.31459617e+00 -3.08394239e+00 -5.11296147e+00 -3.58921081e+00
 -2.23790471e+00 -2.72414341e+00 -3.68710596e+00 -3.03283681e+00
 -3.60657298e+00 -5.55142970e+00 -2.67421492e+00 -2.98653771e+00
 -5.35161766e+00 -3.66954761e+00 -3.74517602e+00 -5.58625212e+00
 -4.14264207e+00 -4.20188923e+00 -4.38590856e+00 -4.82506343e+00
 -4.11959061e+00 -3.75837068e-01 -1.00479865e+00  3.90746644e-01
  6.64911900e-01  2.68559321e+00  7.07478768e+00  1.18674318e+01
  1.42412419e+01  1.03910592e+01  8.46572268e+00  7.55631800e+00
  8.34036197e+00  1.20441923e+01  1.13388176e+01  8.96775409e+00
  9.62830108e+00  1.05688007e+01  1.11847161e+01  1.18321189e+01
  1.41537444e+01  1.53552650e+01  1.52797347e+01  1.43192245e+01
  1.50426480e+01  1.46803967e+01  1.48177246e+01  1.49401426e+01
  1.42674322e+01  1.25127746e+01  9.87804159e+00  8.60687610e+00
  1.04921914e+01  1.38103267e+01  1.32069669e+01  1.09522397e+01
  1.66627243e+01  2.30100178e+01  2.79888393e+01  3.21558569e+01
  3.24318859e+01  3.22619917e+01  3.06320081e+01  3.06554520e+01
  3.08859666e+01  3.06756588e+01  3.06040521e+01  3.13235520e+01
  2.97826354e+01  2.89006962e+01  2.91732920e+01  2.84124957e+01
  2.88541029e+01  2.86251577e+01  2.88258526e+01  2.86446779e+01
  2.84688982e+01  2.90098719e+01  2.88883367e+01  2.87111838e+01
  2.86313375e+01  2.83729649e+01  2.99024049e+01  2.85199057e+01
  2.90501874e+01  2.85611041e+01  2.90173268e+01  2.86330050e+01
  2.87601314e+01  2.89507228e+01  2.87073582e+01  2.83232326e+01
  2.91131621e+01  2.91328784e+01  2.85031321e+01  2.91360173e+01
  2.85822918e+01  2.87273689e+01  2.89463087e+01  2.85380526e+01
  2.86461492e+01  2.91736844e+01  2.86897999e+01  2.85583575e+01
  2.86774404e+01  2.82405416e+01  2.85969074e+01  2.96743425e+01
  2.97381019e+01  2.80943855e+01  3.03237071e+01  3.13844667e+01
  3.24219787e+01  3.25501840e+01  3.28003169e+01  3.17372031e+01
  3.21245658e+01  3.22734684e+01  3.34265319e+01  3.47053485e+01
  3.43703667e+01  3.43352500e+01  3.50926131e+01  3.38655887e+01
  3.35824971e+01  3.37927068e+01  3.16234172e+01  3.11019637e+01
  3.41116998e+01  3.43204382e+01  3.13345382e+01  2.98822961e+01
  2.92667731e+01]"
4,[ -8.87329245 -10.57223421 -10.24078362 -10.32435743 -11.72009891]
5,"[1.3456657  4.05377103 5.30924191 6.67016096 6.65181788 7.13933177
 6.36853014 6.69743035 5.31404838 2.95465772 3.93674808 7.47225373
 4.88470265 3.68141635 1.91351639 2.27959322 1.95157582 0.30393582]"
6,"[ 39.90958384  39.2880772   43.24645456  45.76946155 -48.66490004
  47.65399211  46.90084691 -48.87838109  47.03611485  46.16526005
  47.90334026  48.3970339   48.65864347 -49.00532275 -48.18219753
 -48.35739648  48.0374311   48.59370701  47.26035162  48.12924458
  46.12366933  45.49392302  47.37864976  48.20242071  47.46604913
  47.99829266  48.30159104 -47.62350563 -47.85975859 -47.8640746
 -48.8310893   47.97259273  48.06421003  48.93163163  48.09942482
  47.46899187 -46.49059005 -42.30610237 -37.01814613 -37.29113429
 -34.9625443  -33.04005241 -33.25673615 -34.86651289 -34.7703834
 -34.0601041  -33.87039548 -33.81948608 -33.71737301 -33.16384366
 -34.11631043 -34.04695987 -33.67352619 -34.21705023 -33.46282602
 -34.3959688  -33.28930247 -33.5049072  -34.28149623 -33.57170739
 -33.58710773 -29.96449697 -28.80535178 -31.34111064 -35.44230898
 -35.10889656 -33.34864772 -32.84936287 -30.46378182 -26.53267385]"
7,"[ 44.07738618  45.20092423  43.82764567  44.22246325  44.5125193
  43.88100735  44.79551278  44.02981189  44.41805736  42.52979933
  43.48275657  43.60615545  44.73145914  43.55671742  42.78846616
  43.04379788  43.36092714  44.51869906  42.93589742  43.9256389
  43.29167466  44.4797568   43.73936347  43.39359155  43.7616302
  44.6584792   44.33948621  43.12648887  43.91053284  43.80596748
  44.82003561  44.59413129  44.49809988  43.32600663  44.86554999
  44.36646132  44.5951122   44.56921609  43.91033665  43.07008636
  44.03412791  44.64984716  43.92691409  44.75097932  43.93534994
  43.51012404  43.25881407  43.44881697  44.68153066  43.26322818
  43.9663468   44.20088316  41.73310159  39.73821829  37.41208059
  35.07368147  35.17530408  37.26386459  36.32042222  32.8467141
  32.18469574  31.08391488  32.00724853  33.79064693  36.81705861
  37.53626421  36.81078076  37.97414389  41.26432314  44.67299671
  46.8975118  -48.94122919 -48.84887228  48.13218732  48.09275461
 -48.32204535 -48.9216482   48.22027333  48.69356398 -48.84632779
  48.05704937 -48.71734162 -49.04683352 -48.23915916 -48.94437596
 -48.27109966 -48.58956197  48.78292518  48.76762293  48.23400612
  46.24893196  44.52860628  46.90496674  44.72841831  45.20671162
  44.22501363  45.09371041 -47.37121474 -41.54806241 -39.36081222
 -39.8412243  -41.4445074  -42.74273629 -38.40996395 -32.36832301
 -30.54725754 -31.90317394 -32.72390406 -31.65500289 -34.10679558
 -36.9947023  -38.13638724 -39.12603063 -40.00754795 -40.93394205
 -41.34811305 -43.09540403 -44.14480466 -44.56831396 -42.32525961
 -43.15343486 -43.71026989 -44.71483297 -47.63069572  48.44872803
 -48.62549185 -48.65042078  48.76242409  47.88421245  47.19060868
  46.21204962  45.0452533   45.53835839  46.7968701   43.50698512
  42.25023906  44.30642943  45.87991239  45.50922527  45.48254443
  47.05818539  45.26154467  44.87369157  44.75921899  45.00179884
  45.91355771  46.3490832   46.02400854  46.17330354  45.69824725
  47.0570083   43.32463335  42.73049419  42.64034826  43.07763939
  43.12266331  43.52464156  43.47853864  43.25538087  42.04817092
  41.80156933  42.49546737  41.66247583  41.51955677  42.94609892
  43.01407621  42.72902282  44.07218734  43.56240672  46.53987083
  43.04536734  42.30732821  43.34366306  46.75527938  45.95083242
  46.58715085  45.83184764  46.45914167  46.39979641  45.96103391
  46.48111412  46.80766015  45.09635888  46.3648759   47.03356447
  46.4700298   46.09718467  45.4715582   44.64278459  45.93788436
  46.41205783  45.63272225  45.0892963   45.41191867  45.25448209
  45.54336105  46.35290876  44.56509625  44.03932675  43.72131467
  43.44214676  43.36122141  42.77492956  43.49217333  43.10569351
  43.45578145  42.8196592   43.89944852  43.90876719  42.82917406
  42.52813178  42.75609602  45.79565194  44.17714506  42.30379692
  41.19771913  43.66746253  44.23217429  45.09253331  44.60629461
  45.8888387  -48.65172833 -47.35448036  47.7535548   48.10128855
  47.62740936 -45.91044852 -46.72936396 -46.62450433 -41.72959022]"
8,"[ 45.93307789  44.32732288  45.32608876  44.57853477  45.18169833
  47.06308996 -48.91230009  48.80970411  46.84650431  47.13754128]"
9,"[-45.48669399 -41.75047386 -42.47974364 -43.49562645 -42.98832754
 -43.08893001 -44.43202587 -45.29557285 -46.51303335 -42.83697263
 -42.93540727 -44.07627806 -43.42475547 -44.18798446 -44.53664027
 -45.01656189 -44.39859634 -46.88131723 -47.30710225 -45.30025181
 -45.63290892 -45.54428341 -47.49428992 -48.07055685  47.61043956
  47.65919095 -47.63043088 -44.26724225 -41.64049387 -41.86917418
 -40.87948174 -41.33948102 -42.14929358 -41.22116326 -39.88814138
 -38.9657494  -39.42328658 -40.9299203  -42.83220539 -43.29693266
 -43.70447269 -42.56119867 -42.93701597 -43.79973899 -42.72660027
 -42.39269739 -42.43636765 -42.76596432 -43.5999662  -41.70696055
 -42.40877456 -43.22426661 -43.06796789 -45.31106148 -45.52997189
 -46.17423572 -45.74654773 -47.15918053 -45.93064553 -45.46335807
 -46.76529481 -46.68050467 -42.86389869 -40.14295322 -39.50040598
 -40.21494244 -38.70992723 -35.1932551  -37.75412535 -38.10931404
 -38.14266509 -38.59025581 -37.48407993 -40.44556496 -39.18449306
 -40.84606203 -42.86855803 -41.34004014 -39.55593548 -38.50383735
 -37.13232443 -39.54722497 -40.48817583 -45.0514824  -46.90625204
 -46.79904803 -48.75926193  47.55953016  44.86064542  43.65902668
  42.09574522  42.38256425  42.92236082  43.65412211  46.01390514
  49.04090536 -47.33613728 -45.9834579  -46.79177947 -47.62681131
 -48.06216023 -48.21326403 -48.42220542 -47.44724532 -45.57196478
 -44.55457136 -43.59190309 -43.93349632 -44.23280238 -46.33108375
 -45.8087082  -46.04508868 -46.20974478 -43.3435849  -42.41931938
 -41.19158873 -39.56342966 -39.07070712 -39.63997032 -39.0460862
 -40.20830166 -42.15123578 -38.98625049 -36.50375522 -32.48132421]"
